study_id,id,title,authors,year,doi,arxiv_id,relevance_score,pdf_status,download_url,source_db,batch
P876,P01_2151,Artificial intelligence in action: Real-world applications and innovations,"Banafa, A.",2025,,,5,no-doi,,,B2-scopus-rel5-4
P879,P01_2155,On Teacher Hacking in Language Model Distillation,"Tiapkin, D.; Calandriello, D.; Ferret, J.; Perrin, S.; Vieillard, N.; Ramé, A.; Blondel, M.",2025,,,5,no-doi,,,B2-scopus-rel5-4
P893,P01_2175,Language Model Alignment with Elastic Reset,"Noukhovitch, M.; Lavoie, S.; Strub, F.; Courville, A.",2023,,,5,no-doi,,,B2-scopus-rel5-4
P905,P01_2193,Explaining Learned Reward Functions with Counterfactual Trajectories,"Wehner, J.; Oliehoek, F.; Siebert, L.C.",2024,,,5,no-doi,,,B2-scopus-rel5-4
P911,P01_2203,Learning human objectives by evaluating hypothetical behavior,"Reddy, S.; Dragan, A.D.; Levine, S.; Legg, S.; Leike, J.",2020,,,5,no-doi,,,B2-scopus-rel5-4
P918,P01_2215,Transforming and Combining Rewards for Aligning Large Language Models,"Wang, Z.; Nagpal, C.; Berant, J.; Eisenstein, J.; D'Amour, A.; Koyejo, S.; Veitch, V.",2024,,,5,downloaded,,,B2-scopus-rel5-4
P927,P01_2228,"Theories, Techniques, and Evaluation of AI Alignment","Ji, J.; Qiu, T.; Chen, B.; Yang, Y.",2024,,,5,no-doi,,,B2-scopus-rel5-4
P929,P01_2230,ODIN: Disentangled Reward Mitigates Hacking in RLHF,"Chen, L.; Zhu, C.; Chen, J.; Soselia, D.; Zhou, T.; Goldstein, T.; Huang, H.; Shoeybi, M.; Catanzaro, B.",2024,,,5,no-doi,,,B2-scopus-rel5-4
P943,P01_2256,Scaling Laws for Reward Model Overoptimization in Direct Alignment Algorithms,"Rafailov, R.; Chittepu, Y.; Park, R.; Sikchi, H.; Hejna, J.; Knox, W.B.; Finn, C.; Niekum, S.",2024,,,5,no-doi,,,B2-scopus-rel5-4
P948,P01_2264,"Large Language Model Alignment: Concepts, Challenges, Roadmaps, Evaluations and Trends","Xiong, D.",2023,,,5,downloaded,,,B2-scopus-rel5-4
P950,P01_2266,Mechanistic Interpretability for AI Safety A Review,"Bereska, L.; Gavves, E.",2024,,,5,no-doi,,,B2-scopus-rel5-4
P958,P01_2281,Catastrophic Goodhart: regularizing RLHF with KL divergence does not mitigate heavy-tailed reward misspecification,"Kwa, T.; Thomas, D.; Garriga-Alonso, A.",2024,,,5,no-doi,,,B2-scopus-rel5-4
P966,P01_2299,Mammalian value systems,"Sarma, G.P.; Hay, N.J.",2017,,,5,downloaded,,,B2-scopus-rel5-4
P1003,P01_2349,Truthful or fabricated? Using causal attribution to mitigate reward hacking in explanations,"Ferreira, Pedro; Aziz, Wilker; Titov, Ivan",2025,,,4,downloaded,,,B2-scopus-rel5-4
P1009,P01_2360,Detecting and mitigating reward hacking in reinforcement learning systems: a comprehensive empirical stud,"Farabi Shihab, I.; Akter, S.; Sharma, A.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P1010,P01_2361,Training on documents about reward hacking induces reward hacking,"Hu, N.; Wright, B.; Denison, C.; Marks, S.; Treutlein, J.; Uesato, J.; Hubinger, E.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P1017,P01_2372,Detecting and mitigating reward hacking in reinforcement learning systems: a comprehensive empirical study,"Shihab, I.F.; Akter, S.; Sharma, A.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P1028,P01_2392,Spontaneous Reward Hacking in Iterative Self-Refinement,"Pan, J.; He, H.; Bowman, S.R.; Feng, S.",2024,,,4,downloaded,,,B2-scopus-rel5-4
P1053,P01_2435,Helping or herding? Reward model ensembles mitigate but do not eliminate reward hacking,"Eisenstein, J.; Nagpal, C.; Agarwal, A.; Beirami, A.; D’Amour, A.; Dvijotham, D.; Fisch, A.; Heller, K.; Pfohl, S.; Ramachandran, D.; Shaw, P.; Berant, J.",2024,,,4,no-doi,,,B2-scopus-rel5-4
P1066,P01_2452,Regularized best-of-n sampling to mitigate reward hacking for language model alignment,"Jinnai, Y.; Morimura, T.; Ariu, K.; Abe, K.",2024,,,4,no-doi,,,B2-scopus-rel5-4
P1072,P01_2471,Reward hacking in reinforcement learning,"Weng, Lilian",2024,,,4,downloaded,,,B2-scopus-rel5-4
P1076,P01_2479,AI value alignment: Aligning AI with human values,"Larsen, B.; Dignum, V.",2024,,,4,no-doi,,,B2-scopus-rel5-4
P1077,P01_2480,"Reinforcement-learning-from-human-feedback (RLHF) is a training approach in which a model first learns to follow instructions through supervised fine-tuning and is then further optimized using reinforcement learning on a reward signal derived from human preference judgments, which in turn helps align model behavior with human values and desired outputs. Eliza Strickland, OpenAI’s Moonshot: Solving the AI Alignment Problem",,2024,,,4,no-doi,,,B2-scopus-rel5-4
P1084,P01_2495,"regulatory alignment problem” plays upon the broader AI alignment problem, which is “the idea that AI systems’ goals may not align with those of humans, a problem that would be heightened if superintelligent AI systems are developed.” Eliza Strickland, OpenAI’s Moonshot: Solving the AI Alignment Problem",,2024,,,4,no-doi,,,B2-scopus-rel5-4
P1091,P01_2509,AI alignment strategies for AGI safety,"Patel, M.; Verma, S.",2023,,,4,no-doi,,,B2-scopus-rel5-4
P1095,P01_2515,Preventing reward hacking with occupancy measure regularization,"Laidlaw, Cassidy; Singhal, Shivam; Dragan, Anca",2023,,,4,no-doi,,,B2-scopus-rel5-4
P1100,P01_2524,EIS VI: Critiques of mechanistic interpretability work in AI safety,"Casper, S.",2023,,,4,no-doi,,,B2-scopus-rel5-4
P1109,P01_2546,Goal Alignment: A Human-Aware Account of Value Alignment Problem,"Mechergui, M.; Sreedharan, S.",2023,,,4,downloaded,,,B2-scopus-rel5-4
P1112,P01_2556,Barriers to mechanistic interpretability for agi safety,"Leahy, Connor",2023,,,4,no-doi,,,B2-scopus-rel5-4
P1125,P01_2594,Value Alignment and Ethics for Artificial General Intelligence,"Arnold, T.; Kasenberg, D.; Scheutz, M.",2022,,,4,no-doi,,,B2-scopus-rel5-4
P1127,P01_2603,Reward is not enough: A taxonomy of reward hacking,"Skalse, J.; Krasheninnikov, D.; Abate, A.; Hammond, L.",2022,,,4,downloaded,,,B2-scopus-rel5-4
P1141,P01_2636,Norms for Beneficial AI: A Computational Analysis of the Societal Value Alignment Problem,"Fernandes, P.M.; Santos, F.C.; Lopes, M.",2020,,,4,downloaded,,,B2-scopus-rel5-4
P1145,P01_2647,"AI does not hate you, nor does it love you: understanding the value alignment problem","Sarkar, S.",2020,,,4,no-doi,,,B2-scopus-rel5-4
P1177,P01_2701,Social choice and the value alignment problem,"Prasad, M.",2018,,,4,no-doi,,,B2-scopus-rel5-4
P1197,P01_2770,The value alignment problem,,,,,4,downloaded,,,B2-scopus-rel5-4
P1198,P01_2771,"Reward-based learning is sensitive to the quality and design of reward functions, risking reward hacking or unintended behaviors",,,,,4,no-doi,,,B2-scopus-rel5-4
P1201,P01_2775,CONFUCIAN ETHICS AND AI ALIGNMENT,"Villaver, RB",2026,,,4,downloaded,,,B2-scopus-rel5-4
P1204,P01_2778,Minding Motivation: The Effect of Intrinsic Motivation on Agent Behaviors,"Villalobos-Arias, L; Forbes, G; Wang, JX; Roberts, DL; Jhala, A",2025,,,4,downloaded,,,B2-scopus-rel5-4
P1205,P01_2781,Empirical Evidence for Alignment Faking in a Small LLM and Prompt-Based Mitigation Techniques,"Koorndijk, J",2025,,,4,downloaded,,,B2-scopus-rel5-4
P1206,P01_2782,A Rolling Stone Gathers No Moss: Adaptive Policy Optimization for Stable Self-Evaluation in Large Multimodal Models,"Wang, WK; Guo, HC; Lv, ZQ; Zhang, SY",2026,,,4,downloaded,,,B2-scopus-rel5-4
P1212,P01_2789,Specification-Guided Reinforcement Learning,"Ambadkar, T",2026,,,4,downloaded,,,B2-scopus-rel5-4
P1213,P01_2790,Meta Learning for Image Captioning,"Li, NN; Chen, ZZ; Liu, S",2019,,,4,downloaded,,,B2-scopus-rel5-4
P1215,P01_2792,ME: Modelling Ethical Values for Value Alignment,"Rigley, E; Chapman, A; Evers, C; Mcneill, W",2025,,,4,downloaded,,,B2-scopus-rel5-4
P1216,P01_2793,Uncovering the Impact of Chain-of-Thought Reasoning for Direct Preference Optimization: Lessons from Text-to-SQL,"Liu, HB; Li, HY; Zhang, XK; Chen, RT; Xu, HY; Tian, T; Qi, Q; Zhang, J",2025,,,4,no-doi,,,B2-scopus-rel5-4
P1218,P01_2795,AlphaVerus: Bootstrapping Formally Verified Code Generation through Self-Improving Translation and Treefinement,"Aggarwal, P; Parno, B; Welleck, S",2025,,,4,no-doi,,,B2-scopus-rel5-4
P1219,P01_2797,TreeRL: LLM Reinforcement Learning with On-Policy Tree Search,"Hou, ZY; Hu, ZN; Li, YJ; Lu, R; Tang, J; Dong, YX",2025,,,4,downloaded,,,B2-scopus-rel5-4
P1222,P01_2802,Dynamic Automaton-Guided Reward Shaping for Monte Carlo Tree Search,"Velasquez, A; Bissey, B; Barak, L; Beckus, A; Alkhouri, I; Melcer, D; Atia, G",2021,,,4,downloaded,,,B2-scopus-rel5-4
P1225,P01_2805,Approximated Variational Bayesian Inverse Reinforcement Learning for Large Language Model Alignment,"Cai, Y; Yuan, YY; Shi, JS; Lin, QH",2025,,,4,downloaded,,,B2-scopus-rel5-4
P1227,P01_2808,Deciphering AI Decision-Making: A Generalizable Framework of Human-AI Misalignment,"Du, J; Ye, Y; You, HX; Wu, JH; Sun, BW",2024,10.1061/9780784486115.106,,4,paywalled-confirmed,,,X-inaccessible-or-paywalled
P1230,P01_2811,Challenges and Choices when Evaluating Alignment in Human-AI Systems,"Mcvay, JC; de Visser, EJ",2025,,,4,no-doi,,,B2-scopus-rel5-4
P1239,P01_2825,Why the Failure? How Adversarial Examples Can Provide Insights for Interpretable Machine Learning,"Tomsett, R; Widdicombe, A; Xing, TW; Chakraborty, S; Julier, S; Gurram, P; Rao, R; Srivastava, M",2018,,,4,no-doi,,,B2-scopus-rel5-4
P1245,P01_2832,Second Thoughts are Best: Learning to Re-AlignWith Human Values from Text Edits,"Liu, RB; Jia, CY; Zhang, G; Zhuang, ZY; Liu, TX; Vosoughi, S",2022,,,4,no-doi,,,B2-scopus-rel5-4
P1247,P01_2834,Nothing ComesWithout Its World - Practical Challenges of Aligning LLMs to Situated Human Values through RLHF,"Arzberger, A; Buijsman, S; Lupetti, ML; Bozzon, A; Yang, J",2024,,,4,no-doi,,,B2-scopus-rel5-4
P1248,P01_2836,Beyond Patches: Mining Interpretable Part-Prototypes for Explainable AI,"Alehdaghi, M; Bhattacharya, R; Shamsolmoali, P; Cruz, RMO; Heritier, M; Granger, E",2026,,,4,downloaded,,,B2-scopus-rel5-4
P1252,P01_2842,Attribution Analysis-based Concept Alignment: A Human-in-the-loop Data Debugging Framework,"Chai, L; Qi, L; Sun, HL; Zhang, J; Xu, JX",2026,,,4,no-doi,,,B2-scopus-rel5-4
P1257,P01_2848,Synthesis and Properties of Optimally Value-Aligned Normative Systems,"Montes, N; Sierra, C",2022,,,4,downloaded,,,B2-scopus-rel5-4
P1264,P01_2856,An Empirical Study of Instruction-tuning Large Language Models in Chinese,"Si, QY; Wang, T; Lin, Z; Zhang, X; Cao, YN; Wang, WP",2023,,,4,downloaded,,,B2-scopus-rel5-4
P845,P01_2110,Decoding Safety Feedback from Diverse Raters: A Data-driven Lens on Responsiveness to Severity,"Mishra, P.; Rastogi, C.; Pfohl, S.R.; Parrish, A.; Teh, T.H.; Patel, R.; Diaz, M.; Wang, D.; Paganini, M.; Prabhakaran, V.; Aroyo, L.; Rieser, V.",2026,,,4,no-doi,,,B2-scopus-rel5-4
P847,P01_2114,SEEING EYE TO AI: HUMAN ALIGNMENT VIA GAZE-BASED RESPONSE REWARDS FOR LARGE LANGUAGE MODELS,"Lopez-Cardona, A.; Segura, C.; Karatzoglou, A.; Abadal, S.; Arapakis, I.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P848,P01_2117,ConfPO: Exploiting Policy Model Confidence for Critical Token Selection in Preference Optimization,"Yoon, H.S.; Yoon, E.; Hasegawa-Johnson, M.; Kim, S.; Yoo, C.D.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P851,P01_2122,Aggregation Problems in Machine Ethics and AI Alignment,"Baum, K.; Slavkovik, M.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P853,P01_2124,CONTRANS: Weak-to-Strong Alignment Engineering via Concept Transplantation,"Dong, W.; Wu, X.; Jin, R.; Xu, S.; Xiong, D.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P854,P01_2125,Action-Dependent Optimality-Preserving Reward Shaping,"Forbes, G.C.; Wang, J.; Villalobos-Arias, L.; Jhala, A.; Roberts, D.L.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P856,P01_2127,Observation Interference in Partially Observable Assistance Games,"Emmons, S.; Oesterheld, C.; Conitzer, V.; Russell, S.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P857,P01_2129,"Free Will, Reasons-Responsiveness and Artificial Intelligence","Kokko, V.V.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P859,P01_2131,"Is Best-of-N the Best of Them? Coverage, Scaling, and Optimality in Inference-Time Alignment","Huang, A.; Block, A.; Liu, Q.; Jiang, N.; Krishnamurthy, A.; Foster, D.J.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P861,P01_2133,VALUE-ALIGNED BEHAVIOR CLONING FOR OFFLINE REINFORCEMENT LEARNING VIA BI-LEVEL OPTIMIZATION,"Jiang, X.; Gao, N.; Zhang, X.; Dou, H.; Deng, Y.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P866,P01_2138,SEE-DPO: Self Entropy Enhanced Direct Preference Optimization,"Shekhar, S.; Singh, S.; Zhang, T.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P869,P01_2142,TOWARDS FEDERATED RLHF WITH AGGREGATED CLIENT PREFERENCE FOR LLMS,"Wu, F.; Liu, X.; Wang, H.; Wang, X.; Su, L.; Gao, J.",2025,,,4,downloaded,,,B2-scopus-rel5-4
P874,P01_2149,Clone-Robust AI Alignment,"Procaccia, A.D.; Schiffer, B.; Zhang, S.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P878,P01_2153,AlphaVerus: Bootstrapping Formally Verified Code Generation througSelf-Improving Translation and Treefinement,"Aggarwal, P.; Parno, B.; Welleck, S.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P880,P01_2156,The AI off-switch problem as a signalling game: bounded rationality and incomparability,"Benavoli, A.; Facchini, A.; Zaffalon, M.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P881,P01_2157,When Can Proxies Improve the Sample Complexity of Preference Learning?,"Zhu, Y.; de Souza, D.A.; Shi, Z.; Yang, M.; Minervini, P.; Kusner, M.J.; D’amour, A.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P883,P01_2160,Preference Learning for AI Alignment: a Causal Perspective,"Kobalczyk, K.; van der Schaar, M.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P884,P01_2162,AS SIMPLE AS FINE-TUNING: LLM ALIGNMENT VIA BIDIRECTIONAL NEGATIVE FEEDBACK LOSS,"Mao, X.; Xu, H.; Li, F.-L.; Jin, Z.; Chen, W.; Zhang, W.; Luu, A.T.",2025,,,4,no-doi,,,B2-scopus-rel5-4
P887,P01_2169,A Computational Framework for Human Values,"Osman, N.; d'Inverno, M.",2024,,,4,no-doi,,,B2-scopus-rel5-4
P889,P01_2171,Safe Imitation Learning via Fast Bayesian Reward Inference from Preferences,"Brown, D.S.; Coleman, R.; Srinivasan, R.; Niekum, S.",2020,,,4,downloaded,,,B2-scopus-rel5-4
P897,P01_2182,ON THE SENSITIVITY OF REWARD INFERENCE TO MISSPECIFIED HUMAN MODELS,"Hong, J.; Bhatia, K.; Dragan, A.",2023,,,4,no-doi,,,B2-scopus-rel5-4
P903,P01_2191,Direct Behavior Specification via Constrained Reinforcement Learning,"Roy, J.; Girgis, R.; Romoff, J.; Bacon, P.-L.; Pal, C.",2022,,,4,no-doi,,,B2-scopus-rel5-4
P906,P01_2196,CAUSAL CONFUSION AND REWARD MISIDENTIFICATION IN PREFERENCE-BASED REWARD LEARNING,"Tien, J.; He, J.Z.-Y.; Erickson, Z.; Dragan, A.D.; Brown, D.S.",2023,,,4,no-doi,,,B2-scopus-rel5-4
P909,P01_2200,"An efficient, generalized bellman update for cooperative inverse reinforcement learning","Malik, D.; Palaniappan, M.; Fisac, J.F.; Hadfield-Menell, D.; Russell, S.; Dragan, A.D.",2018,,,4,no-doi,,,B2-scopus-rel5-4
P913,P01_2207,"Integrative biological simulation, neuropsychology, and AI safety","Sarma, G.P.; Safron, A.; Hay, N.J.",2019,,,4,no-doi,,,B2-scopus-rel5-4
P916,P01_2212,Second Thoughts are Best: Learning to Re-Align With Human Values from Text Edits,"Liu, R.; Jia, C.; Zhang, G.; Zhuang, Z.; Liu, T.X.; Vosoughi, S.",2022,,,4,no-doi,,,B2-scopus-rel5-4
P921,P01_2219,THE EFFECTS OF REWARD MISSPECIFICATION: MAPPING AND MITIGATING MISALIGNED MODELS,"Pan, A.; Bhatia, K.; Steinhardt, J.",2022,,,4,no-doi,,,B2-scopus-rel5-4
P925,P01_2225,Mitigating Metric Bias in Minimum Bayes Risk Decoding,"Kovacs, G.; Deutsch, D.; Freitag, M.",2024,,,4,no-doi,,,B2-scopus-rel5-4
P938,P01_2248,Reward learning from human preferences and demonstrations in Atari,"Ibarz, B.; Irving, G.; Leike, J.; Legg, S.; Pohlen, T.; Amodei, D.",2018,,,4,no-doi,,,B2-scopus-rel5-4
P940,P01_2250,The Use of Agent-based Simulation of Public Policy Design to Study the Value Alignment Problem,"Noriega, P.; Plaza, E.",2022,,,4,no-doi,,,B2-scopus-rel5-4
P941,P01_2253,Decoding-time Realignment of Language Models,"Liu, T.; Guo, S.; Bianco, L.; Calandriello, D.; Berthet, Q.; Llinares, F.; Hoffmann, J.; Dixon, L.; Valko, M.; Blondel, M.",2024,,,4,no-doi,,,B2-scopus-rel5-4
P951,P01_2267,Easy-to-Hard Generalization: Scalable Alignment Beyond Human Supervision,"Sun, Z.; Yu, L.; Shen, Y.; Liu, W.; Yang, Y.; Welleck, S.; Gan, C.",2024,,,4,downloaded,,,B2-scopus-rel5-4
P952,P01_2271,MORAL: Aligning AI with Human Norms through Multi-Objective Reinforced Active Learning,"Peschl, M.; Zgonnikov, A.; Oliehoek, F.A.; Siebert, L.C.",2022,,,4,no-doi,,,B2-scopus-rel5-4
P957,P01_2280,Architecting a human-like emotion-driven conscious moral mind for value alignment and AGI safety,"Waser, M.R.; Kelley, D.J.",2018,,,4,no-doi,,,B2-scopus-rel5-4
P962,P01_2285,Cooperative inverse reinforcement learning,"Hadfield-Menell, D.; Dragan, A.; Abbeel, P.; Russell, S.",2016,,,4,no-doi,,,B2-scopus-rel5-4
P963,P01_2289,Superintelligence as a cause or cure for risks of astronomical suffering,"Sotala, K.; Gloor, L.",2017,,,4,no-doi,,,B2-scopus-rel5-4
P965,P01_2291,"Robust computer algebra, theorem proving, and oracle AI","Sarma, G.P.; Hay, N.J.",2017,,,4,no-doi,,,B2-scopus-rel5-4
P967,P01_2300,Inverse reward design,"Hadfield-Menell, D.; Milli, S.; Abbeel, P.; Russell, S.; Dragan, A.D.",2017,,,4,no-doi,,,B2-scopus-rel5-4
P968,P01_2301,Using stories to teach human values to artificial agents,"Riedl, M.O.; Harrison, B.",2016,,,4,no-doi,,,B2-scopus-rel5-4
P970,P01_2303,The value alignment problem in advisory AI: A systematic literature review,"Triantafyllopoulos, L.; Paxinou, E.; Tzanoulinou, D.; Verykios, V.S.; Kalles, D.",2026,,,4,no-doi,,,B2-scopus-rel5-4
P976,P01_2311,Rlaif: Reinforcement learning from human feedback to mitigate reward hacking,"Zhou, K.",2026,,,4,downloaded,,,B2-scopus-rel5-4
P984,P01_2322,A data-driven generative strategy to avoid reward hacking in multi-objective molecular design [J],"Yoshizawa, T.; Ishida, S.; Sato, T.",2025,,,4,downloaded,,,B2-scopus-rel5-4
P001,P01_0018,AI Alignment: A Contemporary Survey,Jiaming Ji; Tianyi Qiu; Boyuan Chen; Jiayi Zhou; Borong Zhang; Donghai Hong; Hantao Lou; Kaile Wang; Yawen Duan; Zhonghao He; Lukas Vierling; Zhaowei Zhang; Fanzhi Zeng; Juntao Dai; Xuehai Pan; Hua Xu; Aidan O'Gara; Kwan Ng; Brian Tse; Jie Fu; Stephen Mcaleer; Yanfeng Wang; Mingchuan Yang; Yunhuai Liu; Yizhou Wang; Song-Chun Zhu; Yike Guo; Yaodong Yang; Wen Gao,2025,10.1145/3770749,,3,downloaded,https://doi.org/10.1145/3770749,,C1-doi-rel3
P002,P01_0019,The Multi-Agent Off-Switch Game,Akash Agrawal; Soroush Ebadian; Lewis Hammond,2026,10.65109/HQQZ1937,,3,downloaded,https://doi.org/10.65109/HQQZ1937,,C1-doi-rel3
P003,P01_0024,Architecturally Aligned Trustworthy AI: Substrate and System Design Strategies for Next Generation AI: Keynote,Eren Kurshan,2026,10.1145/3801487.3802805,,3,downloaded,https://doi.org/10.1145/3801487.3802805,,C1-doi-rel3
P011,P01_0168,Language Models’ Hall of Mirrors Problem: Why AI Alignment Requires Peircean Semiosis,,2026,10.1007/s13347-025-00975-5,,3,downloaded,https://doi.org/10.1007/s13347-025-00975-5,,C1-doi-rel3
P012,P01_0184,Teach AI What It Doesn’t Know,"Du, X.",2026,10.1609/aaai.v40i47.41345,,3,downloaded,https://doi.org/10.1609/aaai.v40i47.41345,,C1-doi-rel3
P014,P01_0186,The politics of artificial intelligence alignment: Public reactions to AI moderation in the case of Google’s Gemini,"Rauchfleisch, A.; Jungherr, A.",2026,10.1177/14614448261449271,,3,downloaded,https://doi.org/10.1177/14614448261449271,,C1-doi-rel3
P017,P01_0194,Beyond Vibe Decision Theory: Asymmetric Manipulation Vulnerabilities in LLM Multi-Agent Coordination,"Krishna, S.; South, T.",2026,10.65109/CSL07280,,3,downloaded,https://doi.org/10.65109/CSL07280,,C1-doi-rel3
P018,P01_0195,Alignment with Psychological Concept Network,"Hamada, H.T.; Harada, Y.",2026,10.1007/978-981-95-4384-7_36,,3,downloaded,https://doi.org/10.1007/978-981-95-4384-7_36,,C1-doi-rel3
P021,P01_0204,"Human-AI Interaction Alignment: Designing, Evaluating, and Evolving Value-Centered AI For Reciprocal Human-AI Futures","Shen, H.; Knearem, T.; Thakkar, D.; Pataranutaporn, P.; Sinha, A.K.; Shi, Y.; Liang, J.T.; Ahmad, L.; Mitra, T.; Myers, B.A.; Li, Y.",2026,10.1145/3772363.3778710,,3,downloaded,https://doi.org/10.1145/3772363.3778710,,C1-doi-rel3
P023,P01_0210,How Proportional Representation Can Shape Artificial Intelligence,"Micha, E.",2025,10.1002/aaai.70044,,3,downloaded,https://doi.org/10.1002/aaai.70044,,C1-doi-rel3
P024,P01_0211,Contemporary Debates in the Ethics of Artificial Intelligence,"Nyholm, S.; Kasirzadeh, A.; Zerilli, J.",2026,10.1002/9781394258840,,3,paywalled-confirmed,https://doi.org/10.1002/9781394258840,,X-inaccessible-or-paywalled
P025,P01_0213,"A comprehensive introspection on AI risks: taxonomy, challenges, and future directions","Ray, P.P.",2026,10.1007/s42044-025-00370-5,,3,downloaded,https://doi.org/10.1007/s42044-025-00370-5,,C1-doi-rel3
P029,P01_0218,Justifications for Democratizing AI Alignment and Their Prospects,"Steingrüber, A.; Baum, K.",2026,10.1007/978-3-032-07132-3_10,,3,downloaded,https://doi.org/10.1007/978-3-032-07132-3_10,,C1-doi-rel3
P031,P01_0220,Stance-Dependent Fallacy Judgments and Rhetorical Structure: A Computationally Assisted Case Study of Tolstoy’s What Is Art?,"Zhang, S.",2026,10.1007/s10503-026-09704-4,,3,downloaded,https://doi.org/10.1007/s10503-026-09704-4,,C1-doi-rel3
P032,P01_0222,The specification game: rethinking the evaluation of drug response prediction for precision oncology,"Codicè, F.; Pancotti, C.; Rollo, C.; Moreau, Y.; Fariselli, P.; Raimondi, D.",2025,10.1186/s13321-025-00972-y,,3,downloaded,https://doi.org/10.1186/s13321-025-00972-y,,C1-doi-rel3
P033,P01_0223,AI-exhibited Personality Traits Can Shape Human Self-concept through Conversations,"Li, J.; Song, T.; Boonprakong, N.; Zhu, Z.; Yang, Y.; Lee, Y.-C.",2026,10.1145/3772318.3790654,,3,downloaded,https://doi.org/10.1145/3772318.3790654,,C1-doi-rel3
P035,P01_0229,"AI and My Values: User Perceptions of LLMs' Ability to Extract, Embody, and Explain Human Values from Casual Conversations","Yun, B.; Su, R.; Yi Wang, A.",2026,10.1145/3772318.3790566,,3,downloaded,https://doi.org/10.1145/3772318.3790566,,C1-doi-rel3
P038,P01_0237,Towards Aligning Multimodal LLMs with Human Experts: A Focus on Parent-Child Interaction,"Shi, W.; Choo, K.T.W.",2026,10.1145/3772318.3791267,,3,downloaded,https://doi.org/10.1145/3772318.3791267,,C1-doi-rel3
P040,P01_0240,A sociotechnological-system approach to AI ethics,"Riesen, E.",2025,10.1007/s00146-025-02335-5,,3,downloaded,https://doi.org/10.1007/s00146-025-02335-5,,C1-doi-rel3
P042,P01_0248,"Can Large Language Models Govern Themselves? A Technical, Ethical, and Governance Perspective","Bouneffouf, D.",2026,10.1145/3774905.3795091,,3,downloaded,https://doi.org/10.1145/3774905.3795091,,C1-doi-rel3
P043,P01_0250,Human-Machine Moral Divergence,"Firt, E.",2026,10.1007/978-3-032-15112-4_48,,3,paywalled-confirmed,https://doi.org/10.1007/978-3-032-15112-4_48,,X-inaccessible-or-paywalled
P045,P01_0252,The Power of Stories: Narrative Priming in Networked Multi-Agent LLM Interactions,"Großmann, G.; Ivanova, L.; Poduru, S.L.; Tabrizian, M.; Mesabah, I.; Selby, D.A.; Vollmer, S.J.",2026,10.1007/978-3-032-09315-8_11,,3,downloaded,https://doi.org/10.1007/978-3-032-09315-8_11,,C1-doi-rel3
P046,P01_0255,Multi-objective reinforcement learning for designing ethical multi-agent environments,"Rodriguez-Soto, M.; Lopez-Sanchez, M.; Rodriguez-Aguilar, J.A.",2025,10.1007/s00521-023-08898-y,,3,downloaded,https://doi.org/10.1007/s00521-023-08898-y,,C1-doi-rel3
P047,P01_0256,Quantitative Analysis Model for Multi-Component Gas Infrared Spectrum Based on the Transformer Structure,"Li, Z.",2026,10.3788/LOP250829,,3,inaccessible,https://doi.org/10.3788/LOP250829,,X-inaccessible-or-paywalled
P051,P01_0263,"They Do the Right Thing, Right? Large Language Models’ Decisions in Ethical Dilemmas Involving Robots","Yass-Coy, J.; Daniels, T.",2026,10.1007/978-3-032-30846-7_36,,3,paywalled-confirmed,https://doi.org/10.1007/978-3-032-30846-7_36,,X-inaccessible-or-paywalled
P052,P01_0264,AI Alignment: The Case for Including Animals,"Tse, Y.F.; Moret, A.; Ziesche, S.; Singer, P.",2025,10.1007/s13347-025-00979-1,,3,downloaded,https://doi.org/10.1007/s13347-025-00979-1,,C1-doi-rel3
P054,P01_0267,NP-Hard Lower Bound Complexity for Semantic Self-Verification,"Young, R.",2026,10.18653/v1/2026.eacl-long.60,,3,downloaded,https://doi.org/10.18653/v1/2026.eacl-long.60,,C1-doi-rel3
P057,P01_0274,A Method of Heuristic Human-LLM Collaborative Source Search,"Yi, C.; Sihang, Q.; Zhengqiu, Z.; Yatai, J.; Yong, Z.; Rusheng, J.",2025,10.16182/j.issn1004731x.joss.25-FZ0646E,,3,downloaded,https://doi.org/10.16182/j.issn1004731x.joss.25-FZ0646E,,C1-doi-rel3
