id,title,authors,year,abstract,source_db,user_decision,decision,stage,orig,user2,orig2,agree
P01_2818,MULTI-VALUE ALIGNMENT FOR ML/AI DEVELOPMENT CHOICES A Four-step Process Including Approaches to Trade-offs,"Jethwani, H; Lewis, ACF",2025,"We outline a four-step process for ML/AI developers to align development choices with multiple values, by adapting a widely-utilized framework from bioethics: (1) identify the values that matter, (2) specify identified values, (3) find solution spaces that allow for maximal align…",WoS:F1,include,Exclude,abstract,exclude,include,exclude,False
P01_0436,Reasoning About Human Values in GitHub Issues: What Can a Large Language Model Reveal?,"Mougouei, D.; Haque, A.; Nurwidyantoro, A.; Mougouei, E.; Fahmideh, M.; Shahin, M.; Dharmawan, A.; Wahyu Widodo, T.; Khanh Dam, H.",2026,"The recent U.S. Senate hearing on child safety failures in major social media platforms, gender bias in Amazon’s recruitment algorithms, and privacy lawsuits against Google over vague location tracking illustrate how software can neglect human values with societal and economic co…",Scopus:F1,exclude,Exclude,abstract,exclude,exclude,exclude,True
P01_2559,Should we publish mechanistic interpretability research?,"Hobbhahn, Marius; Chan, Lawrence",2023,,Scopus:F1,include,Exclude,title-excluded,exclude,include,exclude,False
P01_0563,Safe reinforcement learning framework for high-obstacle climbing in heavy wheeled-legged robots,"Hou, J.; Wang, K.; Chai, H.; Xu, W.; Li, Y.; Zhang, G.",2026,"High obstacles in complex natural environments severely limit robot mobility. For heavy wheeled-legged robots, high-obstacle climbing is fundamentally more difficult than on lightweight platforms because of their larger mass and inertia, amplified modeling mismatch, and higher te…","Scopus:F1, WoS:F1",exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_0092,TrUMAn: Trope Understanding in Movies and Animations,Hung-Ting Su; Po-Wei Shen; Bing-Chen Tsai; Wen-Feng Cheng; Ke-Jyun Wang; Winston H. Hsu,2021,,ACM:F2,exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_2325,Can AI writing be salvaged?,"Chakrabarty, T.; Laban, P.; Wu, C.-S.",2025,,Scopus:F1,exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_2624,Bootstrapped Alignment,"Worley, Gordon Seidoh",2021,,Scopus:F1,include,Exclude,title-excluded,exclude,include,exclude,False
P01_0170,Aligning Generalisation Between Humans and Machines,,2024,,OpenAlex:F2,include,Exclude,title-excluded,exclude,include,exclude,False
P01_2545,Fact finding: Do early layers specialise in local processing? (Post 5),,2023,,Scopus:F1,include,Exclude,title-excluded,exclude,include,exclude,False
P01_1608,Aligning Student-Faculty Mentorship Expectations and Needs to Promote Professional Identity Formation in Undergraduate Medical Education,"Kusner, JJ; Chen, JJ; Saldaña, F; Potter, J",2022,"BACKGROUND: During professional identity formation, medical students integrate their newly developing professional identities with their long-standing personal identities. Longitudinal mentorship has been shown to aid students in this process. Lack of clear relationship expectati…",WoS:F1,exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_1081,Initial Motivations for Engaging in Polyamorous Relationships,"Tatum, A.K.; Flicker, S.M.; Peralta, I.; Kubicki, R.J.",2024,"Polyamory is a relationship style in which partners consensually agree to engage in sexual and/or emotional relationships with concurrent partners. Compared with other forms of consensual non-monogamy (CNM), polyamory practitioners tend to report greater relationship satisfaction…",Scopus:F1,exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_0667,Artificial Intelligence: Society’s New Black Box?,"Nelu, C.E.",2024,"This article investigates the societal impacts and regulatory challenges posed by the rapid advancement of artificial intelligence (AI), particularly about fundamental rights and international cooperation in AI governance. Through a thematic analysis of recent literature, policy …",Scopus:F1,include,Exclude,title-excluded,exclude,include,exclude,False
P01_2321,Augmenting Image Annotation: A Human–LMM Collaborative Framework for Efficient Object Selection and Label Generation,"Zhang, He; Fu, Xinyi; Carroll, John Millar",2025,,Scopus:F1,exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_0914,Agent-to-Agent Theory of Mind: Testing Interlocutor Awareness among Large Language Models,"Choi, Y.; Li, C.; Yang, Y.; Jin, Z.",2025,"As large language models (LLMs) are increasingly integrated into multi-agent and human-AI systems, understanding their awareness of both self-context and conversational partners is essential for ensuring reliable performance and robust safety. While prior work has extensively stu…",Scopus:F1,include,Exclude,title-excluded,exclude,include,exclude,False
P01_2643,On lethal autonomous weapons with Paul Scharre,"Perry, L.",2020,,Scopus:F1,exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_2113,"Australasian Conference on Robotics and Automation, ACRA 2024",,2024,The proceedings contain 36 papers. The topics discussed include: attention-enhanced lightweight hourglass network for human pose estimation; workspace and cutting force requirements for an automated grapevine pruner; grasping by parallel shape matching; robot drawing on a moving …,Scopus:F1,exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_1300,Probing alignment of personal and organisational values for sustainability: An assessment of barrett's organisational consciousness model,"Klapper, R.; Berg, L.; Upham, P.",2020,To what extent are the values of employees and employers aligned in the context of sustainability and how might this be assessed? These are the main research questions in a case study involving a Swedish Small to Medium Enterprise (SME) with ambitions to become more 'sustainable'…,Scopus:F1,exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_2719,ALBA: An explicit proposal for aligned AI,"Christiano, P.",2016,,Scopus:F1,include,Exclude,title-excluded,exclude,include,exclude,False
P01_2069,Proceedings of the 7th ACM International Conference on Multimedia in Asia,,2025,,ACM:F2,exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_2704,Approval-directed bootstrapping,"Christiano, Paul",2018,,Scopus:F1,include,Exclude,title-excluded,exclude,include,exclude,False
P01_1530,"The experience of minority faculty who are underrepresented in medicine, at 26 representative U.S. medical schools","Pololi, L.H.; Evans, A.T.; Gibbs, B.K.; Krupat, E.; Brennan, R.T.; Civian, J.T.",2013,PURPOSE: A diverse medical school faculty is critical to preparing physicians to provide quality care to an increasingly diverse nation. The authors sought to compare experiences of underrepresented in medicine minority (URMM) faculty with those of non-URMM faculty in a nationall…,Scopus:F1,exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_1506,Structural innovators and coreframing tasks: How socially responsible mutual fund companies build identity among investors,"Markowitz, L.",2007,Institutional entrepreneurs in organizational fields sometimes adopt collective-action frames that generate subcultural identities among consumers and mobilize them into purchasing goods. This article examines how socially responsible (SR) mutual fund companies use core-framing t…,Scopus:F1,exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_2737,Upon Self-Deceit and the discussion concerning conscience' self-corrigibility in Szabados,"Sermon, X.",2011,,Scopus:F1,exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_1597,Keynote Quality Assurance Management: Network and Service Performance Evaluation,"Cotanis, I",2009,The Next Generation Networks' ecosystem comprises of both the revolutionary voice and data services and their supporting networks. This ecosystem's management of the quality assurance requires complex data processing and analysis that draw on the interdependency of the QoS and Qo…,WoS:F1,exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_0429,ORGANIZED UNORGANIZED VOLUNTEERING: APPROACHES TO VOLUNTEER MANAGEMENT IN NPOS,"Skokova, Y.",2026,The growth of volunteering and the expansion of the institutional infrastructure of civic engagement in Russia raise the question of how non-profit organisations manage volunteer participation. Despite this issue being significant for the sustainability of NPOs and the developmen…,"Scopus:F1, WoS:F1",exclude,Exclude,title-excluded,exclude,exclude,exclude,True
P01_1616,Intrinsic Barriers and Practical Pathways for Human-AI Alignment: An Agreement-Based Complexity Analysis,Aran Nayebi,2025,"We formalize AI alignment as a multi-objective optimization problem called $\langle M,N,\varepsilon,δ\rangle$-agreement, in which a set of $N$ agents (including humans) must reach approximate ($\varepsilon$) agreement across $M$ candidate objectives, with probability at least $1-…",arXiv:F1,include,Exclude,title-excluded,exclude,include,exclude,False
