paper_id,year,publication_type,evidence_basis,citation_count,D1,D6,D2,D3,D4,D5,D7,D8,composite,tier,weight_set,notes,low_credibility
P140,2026,position,full-text,0,2,3,2,2,,3,1,3,2.50,B,pos_review,ft_file=Four Settings and a Proposal for the Exploration of Value Alignment in AI.pdf | ai-revised:publication_type=empirical->position | moved:methodology(position) | ft_file=Four Settings and a Proposal for the Exploration of Value Alignment in AI.pdf | ai-revised:publication_type=empirical->position | moved:methodology(position) | d1:doi_peer | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P141,2026,other,full-text,1,3,4,1,2,,3,1,2,2.45,B,pos_review,ft_file=Preserving the Integrity of Evidence-Based Social Work in the Age of AI: A Proposed Ethical Framework.pdf | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2 | ft_file=Preserving the Integrity of Evidence-Based Social Work in the Age of AI: A Proposed Ethical Framework.pdf | d1:journal | d6:cohort p91,0
P142,2025,review,full-text,6,2,4,1,2,,3,1,2,2.35,C,pos_review,ft_file=Guiding artificial intelligence in public health and medicine with epidemiology: A lifecycle framework for mitigating AI misalignment.pdf | ai-revised:publication_type=other->review | ft_file=Guiding artificial intelligence in public health and medicine with epidemiology: A lifecycle framework for mitigating AI misalignment.pdf | ai-revised:publication_type=other->review | d1:doi_peer | d6:cohort p80 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P143,2026,empirical,full-text,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=CircuChain: Disentangling Competence and Compliance in LLM Circuit Analysis.pdf | ft_file=CircuChain: Disentangling Competence and Compliance in LLM Circuit Analysis.pdf | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P144,2026,empirical,full-text,0,2,3,1,2,2,3,2,2,2.15,C,empirical,ft_file=Differences in Alignment Behavior between Single-Agent and Multi-Agent LLM Systems Implications for Human-AI Teaming.pdf | ft_file=Differences in Alignment Behavior between Single-Agent and Multi-Agent LLM Systems Implications for Human-AI Teaming.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P145,2026,empirical,full-text,3,2,4,1,2,2,3,1,2,2.25,C,empirical,ft_file=How smart companions reshape psychological well-being in later life: the role of artificial intelligence technology in mental health during senior years.pdf | ai-revised:publication_type=other->empirical | moved:formal_framework(none->other) | ft_file=How smart companions reshape psychological well-being in later life: the role of artificial intelligence technology in mental health during senior years.pdf | ai-revised:publication_type=other->empirical | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p97 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P146,2026,empirical,abstract,0,2,3,1,2,2,3,1,3,2.15,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P147,2026,other,full-text,0,2,3,1,2,,3,2,2,2.25,C,pos_review,ft_file=Networked Two-Way Communication Channels (NTCC): A Dynamic Semantic Indexing Framework for UI Design and AI Alignment.pdf | ai-revised:publication_type=review->other | ft_file=Networked Two-Way Communication Channels (NTCC): A Dynamic Semantic Indexing Framework for UI Design and AI Alignment.pdf | ai-revised:publication_type=review->other | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P148,2026,other,full-text,0,2,3,1,2,,3,2,3,2.40,B,pos_review,"ft_file=‘Systematic Alignment Decay’: a robust, technology-agnostic hazard associated with the advancement and proliferation of artificial intelligence.pdf | ft_file=‘Systematic Alignment Decay’: a robust, technology-agnostic hazard associated with the advancement and proliferation of artificial intelligence.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3",0
P149,2026,other,abstract,1,3,4,1,2,,3,1,2,2.45,B,pos_review,ai-revised:subdomains=value alignment; interpretability->other | | ai-revised:subdomains=value alignment; interpretability->other | d1:journal | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P150,2026,empirical,full-text,0,2,3,1,2,2,3,1,3,2.15,C,empirical,"ft_file=The Alignment Target Problem: Divergent Moral Judgments of Humans, AI Systems, and Their Designers.pdf | ft_file=The Alignment Target Problem: Divergent Moral Judgments of Humans, AI Systems, and Their Designers.pdf | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3",0
P151,2026,empirical,full-text,0,2,3,1,2,2,3,2,2,2.15,C,empirical,ft_file=An Identity Based Agent Model for AI Value Alignment.pdf | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2 | ft_file=An Identity Based Agent Model for AI Value Alignment.pdf | d1:doi_peer | d6:cohort p77,0
P152,2026,other,full-text,2,2,4,1,2,,3,2,2,2.40,B,pos_review,ft_file=An Explainable HCI-Based Decision Support Framework for Human-AI Co-Design.pdf | ai-revised:publication_type=review->other | ft_file=An Explainable HCI-Based Decision Support Framework for Human-AI Co-Design.pdf | ai-revised:publication_type=review->other | d1:doi_peer | d6:cohort p96 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P153,2026,empirical,full-text,0,2,3,1,2,2,3,2,2,2.15,C,empirical,ft_file=Granularity paradox: how emotion taxonomies shape GPT-5's affective cognition and human-AI alignment.pdf | ai-revised:publication_type=review->empirical | ai-revised:methodology=not_applicable->experiment | ai-revised:subdomains=value alignment; interpretability; robustness; ethics; capabilities->other | ft_file=Granularity paradox: how emotion taxonomies shape GPT-5's affective cognition and human-AI alignment.pdf | ai-revised:publication_type=review->empirical | ai-revised:methodology=not_applicable->experiment | ai-revised:subdomains=value alignment; interpretability; robustness; ethics; capabilities->other | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P154,2026,empirical,full-text,0,3,3,1,2,2,3,1,2,2.20,C,empirical,ft_file=Training Child Helpline Counselors with Value-Integrated Chat Simulations.pdf | moved:formal_framework(none->other) | ft_file=Training Child Helpline Counselors with Value-Integrated Chat Simulations.pdf | moved:formal_framework(none->other) | d1:journal | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P155,2025,empirical,full-text,0,2,0,2,2,2,3,2,3,1.90,C,empirical,ft_file=Specify Privacy Yourself: Assessing Inference-Time Personalized Privacy Preservation Ability of Large Vision-Language Models.pdf | ft_file=Specify Privacy Yourself: Assessing Inference-Time Personalized Privacy Preservation Ability of Large Vision-Language Models.pdf | d1:proceedings | d6:cohort zero citations after grace period | scored:D2=2 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P156,2026,theoretical,full-text,0,2,3,2,2,,3,2,3,2.45,B,theoretical,"ft_file=A Two-Step, Multidimensional Account of Deception in Language Models.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | moved:formal_framework(none->other) | ft_file=A Two-Step, Multidimensional Account of Deception in Language Models.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3",0
P157,2026,other,full-text,0,2,3,1,2,,3,1,2,2.20,C,pos_review,ft_file=Towards an Axiology of Intelligent Hybrid Systems.pdf | ft_file=Towards an Axiology of Intelligent Hybrid Systems.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P158,2026,opinion,abstract,0,2,3,2,2,,3,2,3,2.55,B,pos_review,d1:proceedings | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P159,2026,theoretical,full-text,0,2,3,1,2,,3,1,2,2.20,C,theoretical,ft_file=Adaptive Quine Structures for Metacognitive Evolution in Large Language Models: A Functional Framework with Gödelian Bounds and Illustrative Applications.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | ft_file=Adaptive Quine Structures for Metacognitive Evolution in Large Language Models: A Functional Framework with Gödelian Bounds and Illustrative Applications.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P160,2026,theoretical,full-text,0,2,3,2,2,,3,2,3,2.45,B,theoretical,ft_file=Learning the value systems of agents with preference-based and inverse reinforcement learning.pdf | ai-revised:publication_type=review->theoretical | ft_file=Learning the value systems of agents with preference-based and inverse reinforcement learning.pdf | ai-revised:publication_type=review->theoretical | d1:doi_peer | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P161,2026,empirical,full-text,,2,,1,2,2,3,2,2,2.00,C,empirical,ft_file=VC-Soup: Value-Consistency Guided Multi-Value Alignment for Large Language Models.pdf | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2 | ft_file=VC-Soup: Value-Consistency Guided Multi-Value Alignment for Large Language Models.pdf | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0
P162,2026,empirical,full-text,0,2,3,1,2,3,3,2,2,2.35,C,empirical,ft_file=Hierarchical process-level generative reward modeling with adaptive long-horizon reasoning for robust LLM alignment.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | ft_file=Hierarchical process-level generative reward modeling with adaptive long-horizon reasoning for robust LLM alignment.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=3 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P163,2026,position,full-text,1,2,4,1,2,,3,1,2,2.35,C,pos_review,ft_file=HADA: Human-AI Agent Decision Alignment Architecture.pdf | ai-revised:publication_type=empirical->position | ai-revised:methodology=experiment->not_applicable | ft_file=HADA: Human-AI Agent Decision Alignment Architecture.pdf | ai-revised:publication_type=empirical->position | ai-revised:methodology=experiment->not_applicable | d1:doi_peer | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P164,2026,empirical,abstract,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ai-revised:subdomains=value alignment; interpretability; ethics->interpretability | | ai-revised:subdomains=value alignment; interpretability; ethics->interpretability | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P165,2026,theoretical,full-text,0,2,3,2,3,,3,2,3,2.70,B,theoretical,ft_file=Decentralized Value Systems Agreements.pdf | ai-revised:publication_type=review->theoretical | ft_file=Decentralized Value Systems Agreements.pdf | ai-revised:publication_type=review->theoretical | d1:proceedings | d6:cohort p77 | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P166,2026,theoretical,full-text,1,2,4,2,3,,3,2,3,2.85,B,theoretical,ft_file=Neurodivergent influenceability in agentic AI as a contingent solution to the AI alignment problem.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | moved:formal_framework(none->other) | ft_file=Neurodivergent influenceability in agentic AI as a contingent solution to the AI alignment problem.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort p91 | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P167,2026,other,full-text,0,2,3,1,2,,3,1,2,2.20,C,pos_review,ft_file=Scaling International Legal Workflows with Ordinis: A Neuro-Symbolic Framework for GenAI in High-Stakes Domains.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; governance; capabilities->capabilities; governance | ft_file=Scaling International Legal Workflows with Ordinis: A Neuro-Symbolic Framework for GenAI in High-Stakes Domains.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; governance; capabilities->capabilities; governance | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P168,2026,position,full-text,0,2,3,1,2,,3,2,3,2.40,B,pos_review,ft_file=Getting in Contract with Large Language Models - An Agency Theory Perspective on Large Language Model Alignment.pdf | ai-revised:publication_type=empirical->position | moved:methodology(position) | ft_file=Getting in Contract with Large Language Models - An Agency Theory Perspective on Large Language Model Alignment.pdf | ai-revised:publication_type=empirical->position | moved:methodology(position) | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P169,2026,empirical,abstract,0,2,3,1,2,2,3,1,3,2.15,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P170,2026,theoretical,full-text,1,2,4,2,2,,3,2,3,2.60,B,theoretical,ft_file=An Affective-Taxis Hypothesis for Alignment and Interpretability.pdf | ai-revised:publication_type=review->theoretical | moved:datasets_used(theoretical) | ft_file=An Affective-Taxis Hypothesis for Alignment and Interpretability.pdf | ai-revised:publication_type=review->theoretical | moved:datasets_used(theoretical) | d1:doi_peer | d6:cohort p91 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P171,2026,empirical,full-text,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=Do You Trust Me? Cognitive-Affective Signatures of Trustworthiness in Large Language Models.pdf | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2 | ft_file=Do You Trust Me? Cognitive-Affective Signatures of Trustworthiness in Large Language Models.pdf | d1:proceedings | d6:cohort p77,0
P172,2026,other,full-text,0,2,3,1,2,,2,1,2,1.95,C,pos_review,ft_file=Ethical Governance Frameworks for AGI in Cyber-Physical Systems.pdf | ft_file=Ethical Governance Frameworks for AGI in Cyber-Physical Systems.pdf | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2,0
P173,2026,other,abstract,0,2,3,3,2,,3,1,3,2.65,B,pos_review,d1:doi_peer | d6:cohort p77 | scored:D2=3 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P174,2026,other,full-text,0,3,3,1,2,,3,2,2,2.35,C,pos_review,ft_file=TouchAI: Exploring human–AI perceptual alignment in touch through language model representations.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; ethics; capabilities->other | moved:datasets_used(other) | moved:effect_sizes(other) | ft_file=TouchAI: Exploring human–AI perceptual alignment in touch through language model representations.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; ethics; capabilities->other | moved:datasets_used(other) | moved:effect_sizes(other) | d1:journal | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P175,2026,position,full-text,1,2,4,2,2,,3,2,2,2.55,B,pos_review,ft_file=Towards culture driven artificial intelligence to bridge the cultural cognition gap.pdf | ai-revised:publication_type=opinion->position | ft_file=Towards culture driven artificial intelligence to bridge the cultural cognition gap.pdf | ai-revised:publication_type=opinion->position | d1:doi_peer | d6:cohort p91 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P176,2026,opinion,full-text,0,2,3,4,2,,3,2,4,3.00,B,pos_review,ft_file=What Would It Look Like to Align Humans with Ants?.pdf | ft_file=What Would It Look Like to Align Humans with Ants?.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=4 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=4,0
P177,2026,empirical,abstract,1,2,4,1,2,2,3,1,2,2.25,C,empirical,ai-revised:methodology=not_applicable->experiment | | ai-revised:methodology=not_applicable->experiment | d1:doi_peer | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P178,2026,empirical,full-text,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=Hybrid Explanation-Guided Learning for Transformer-Based Chest X-Ray Diagnosis.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | ai-revised:subdomains=value alignment; interpretability; robustness; ethics; capabilities->other | ft_file=Hybrid Explanation-Guided Learning for Transformer-Based Chest X-Ray Diagnosis.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | ai-revised:subdomains=value alignment; interpretability; robustness; ethics; capabilities->other | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P179,2026,empirical,full-text,1,2,4,1,2,2,3,2,2,2.30,C,empirical,ft_file=Editable XAI: Toward Bidirectional Human-AI Alignment with Co-Editable Explanations of Interpretable Attributes.pdf | ai-revised:subdomains=value alignment; interpretability; ethics->interpretability | ft_file=Editable XAI: Toward Bidirectional Human-AI Alignment with Co-Editable Explanations of Interpretable Attributes.pdf | ai-revised:subdomains=value alignment; interpretability; ethics->interpretability | d1:proceedings | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P180,2026,review,full-text,0,2,3,1,2,,3,2,2,2.25,C,pos_review,ft_file=Out of time for the version of record: designing living knowledge infrastructure for AI-accelerated scholarship.pdf | moved:datasets_used(review) | ft_file=Out of time for the version of record: designing living knowledge infrastructure for AI-accelerated scholarship.pdf | moved:datasets_used(review) | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P181,2026,other,full-text,0,2,3,1,2,,2,1,2,1.95,C,pos_review,ft_file=On the Artificial Aesthetic Education of an Architect.pdf | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2 | ft_file=On the Artificial Aesthetic Education of an Architect.pdf | d1:doi_peer | d6:cohort p77,0
P182,2026,empirical,full-text,0,2,3,1,2,2,2,1,2,1.95,C,empirical,ft_file=Domain-Guided Soft Actor-Critic for Network Slicing in Cell-Free Massive MIMO Systems.pdf | ai-revised:subdomains=value alignment; robustness; ethics->other | ft_file=Domain-Guided Soft Actor-Critic for Network Slicing in Cell-Free Massive MIMO Systems.pdf | ai-revised:subdomains=value alignment; robustness; ethics->other | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=2 | scored:D7=1 | scored:D8=2,0
P183,2026,empirical,full-text,0,2,3,1,2,2,3,2,2,2.15,C,empirical,ft_file=Aligning explanations with human values: context-sensitive trust calibration in AI decision systems.pdf | ft_file=Aligning explanations with human values: context-sensitive trust calibration in AI decision systems.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P184,2026,theoretical,abstract,,2,,1,2,,2,1,2,1.76,C,theoretical,ai-revised:publication_type=empirical->theoretical | | ai-revised:publication_type=empirical->theoretical | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2,0
P185,2026,position,abstract,0,2,3,1,2,,3,1,3,2.35,C,pos_review,ai-revised:publication_type=other->position | | ai-revised:publication_type=other->position | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P186,2026,empirical,full-text,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=From Clicks to Preference: A Multi-stage Alignment Framework for Generative Query Suggestion in Conversational System.pdf | moved:formal_framework(none->other) | ft_file=From Clicks to Preference: A Multi-stage Alignment Framework for Generative Query Suggestion in Conversational System.pdf | moved:formal_framework(none->other) | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P187,2026,other,full-text,0,2,3,1,2,,3,2,3,2.40,B,pos_review,ft_file=Cooperative Multi-Agent Alignment via Boolean Task Algebras and Team Morality Chains.pdf | ft_file=Cooperative Multi-Agent Alignment via Boolean Task Algebras and Team Morality Chains.pdf | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P188,2025,empirical,full-text,0,3,0,1,2,2,3,2,2,1.80,C,empirical,"ft_file=Managing AI-Powered Cyber Threats, Adversarial Attacks, and Ensuring Ethical AI Alignment with Human Values.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; governance; ethics; capabilities->governance; robustness; ethics | ft_file=Managing AI-Powered Cyber Threats, Adversarial Attacks, and Ensuring Ethical AI Alignment with Human Values.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; governance; ethics; capabilities->governance; robustness; ethics | d1:journal | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2",0
P189,2026,empirical,full-text,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=A Reinforcement Learning Framework for Robust and Secure LLM Watermarking.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; governance->other | ft_file=A Reinforcement Learning Framework for Robust and Secure LLM Watermarking.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; governance->other | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P190,2026,theoretical,full-text,2,2,4,2,3,,3,2,4,2.90,B,theoretical,"ft_file=A Mathematical Formulation of AGI in the (C, U, V) Framework.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | ft_file=A Mathematical Formulation of AGI in the (C, U, V) Framework.pdf | ai-revised:publication_type=empirical->theoretical | moved:methodology(theoretical) | d1:doi_peer | d6:cohort p96 | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=4",0
P191,2026,empirical,full-text,0,2,3,2,2,1,3,2,3,2.15,C,empirical,ft_file=Instilling Organisational Values in Firefighters through Simulation-Based Training.pdf | scored:D2=2 | scored:D3=2 | scored:D4=1 | scored:D5=3 | scored:D7=2 | scored:D8=3 | ft_file=Instilling Organisational Values in Firefighters through Simulation-Based Training.pdf | d1:doi_peer | d6:cohort p77,0
P192,2026,empirical,full-text,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=Enhancing out-of-distribution detection with bilateral distribution score.pdf | ai-revised:subdomains=value alignment; robustness; mesa-optimization; ethics; capabilities->robustness; capabilities | ft_file=Enhancing out-of-distribution detection with bilateral distribution score.pdf | ai-revised:subdomains=value alignment; robustness; mesa-optimization; ethics; capabilities->robustness; capabilities | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P193,2026,review,full-text,0,2,3,2,2,,3,2,3,2.55,B,pos_review,ft_file=Mechanistic Interpretability: A New Trend in Interpretability Research.pdf | ft_file=Mechanistic Interpretability: A New Trend in Interpretability Research.pdf | d1:doi_peer | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P194,2026,empirical,abstract,0,2,3,1,2,1,3,1,3,1.95,C,empirical,d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=1 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P195,2026,theoretical,abstract,0,2,3,1,3,,3,1,3,2.50,B,theoretical,ai-revised:publication_type=other->theoretical | | ai-revised:publication_type=other->theoretical | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=3 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P196,2026,position,abstract,0,2,3,2,2,,3,1,4,2.65,B,pos_review,ai-revised:publication_type=other->position | | ai-revised:publication_type=other->position | d1:doi_peer | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=4,0
P197,2026,empirical,abstract,0,2,3,1,2,2,3,2,3,2.20,C,empirical,ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0
P198,2026,empirical,full-text,2,2,4,1,2,2,3,1,2,2.25,C,empirical,ft_file=How much of a pluralist is ChatGPT? A comparative study of value pluralism in generative AI chatbots.pdf | ft_file=How much of a pluralist is ChatGPT? A comparative study of value pluralism in generative AI chatbots.pdf | d1:doi_peer | d6:cohort p96 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
P199,2026,empirical,full-text,1,2,4,1,2,2,3,2,2,2.30,C,empirical,ft_file=Social image presentation of virtual sports in social media through the analysis of Twitter data.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; governance->other | ft_file=Social image presentation of virtual sports in social media through the analysis of Twitter data.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; governance->other | d1:doi_peer | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P200,2025,empirical,full-text,1,2,2,1,2,2,3,2,2,2.00,C,empirical,ft_file=Steering AI-driven Personalization of Scientific Text for General Audiences.pdf | ai-revised:publication_type=other->empirical | ft_file=Steering AI-driven Personalization of Scientific Text for General Audiences.pdf | ai-revised:publication_type=other->empirical | d1:proceedings | d6:cohort p51 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0
P201,2026,review,full-text,0,2,3,1,2,,2,1,2,1.95,C,pos_review,"ft_file=Artificial General Intelligence: Current Progress, Safety Considerations, and Ethical Imperatives.pdf | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2 | ft_file=Artificial General Intelligence: Current Progress, Safety Considerations, and Ethical Imperatives.pdf | d1:proceedings | d6:cohort p77",0
P202,2026,position,abstract,,2,,1,2,,3,1,3,2.24,C,pos_review,d1:doi_peer | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0
P203,2026,empirical,full-text,0,3,3,1,2,2,3,1,2,2.20,C,empirical,ft_file=Evaluating Generative AI as a Triage Tool in Aligned Yet Divergent Investment Decision-Making.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | ft_file=Evaluating Generative AI as a Triage Tool in Aligned Yet Divergent Investment Decision-Making.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | d1:journal | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0
