paper_id,year,publication_type,evidence_basis,citation_count,D1,D6,D2,D3,D4,D5,D7,D8,composite,tier,weight_set,notes,low_credibility,subdomains,sens,sens_tier
P116,2026,empirical,full-text,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ft_file=The Roles of Fairness and Effectiveness in Promoting Legitimacy and Cooperation with Security Robotic Authority.pdf | ft_file=The Roles of Fairness and Effectiveness in Promoting Legitimacy and Cooperation with Security Robotic Authority.pdf | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; interpretability; robustness; governance; ethics,2.142857142857143,C
P1160,2019,other,metadata,,2,,2,1,,,1,3,1.92,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d1:workshop | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=1 | scored:D7=1 | scored:D8=3,0,robustness,1.2142857142857144,D
P1161,2019,position,full-text,,0,,2,2,,3,2,3,2.24,C,pos_review,ft_file=AI safety debate and its applications.pdf | ai-revised:publication_type=empirical->position | moved:methodology(position) | ft_file=AI safety debate and its applications.pdf | ai-revised:publication_type=empirical->position | moved:methodology(position) | d1:grey | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness; mesa-optimization; ethics,2.2857142857142856,C
P1162,2019,opinion,full-text,,1,,1,2,,3,1,3,2.12,C,pos_review,ft_file=AI Alignment Problem Human Values Idea is Built Upon Many Assumptions.pdf | ai-revised:publication_type=other->opinion | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3 | ft_file=AI Alignment Problem Human Values Idea is Built Upon Many Assumptions.pdf | ai-revised:publication_type=other->opinion | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0,value alignment; robustness; ethics; capabilities,2.357142857142857,C
P1163,2019,other,metadata,,1,,4,1,,,1,4,2.50,B,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=1 | scored:D7=1 | scored:D8=4,0,value alignment,1.2857142857142858,D
P1165,2018,other,metadata,,1,,2,1,,,1,3,1.75,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=1 | scored:D7=1 | scored:D8=3,0,value alignment,1.0714285714285714,D
P1166,2018,other,metadata,,1,,2,1,,,1,3,1.75,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=1 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,1.0714285714285714,D
P1167,2018,other,metadata,,1,,1,1,,,1,2,1.25,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,1,value alignment,0.8571428571428572,D
P1168,2018,other,metadata,,1,,4,1,,,1,4,2.50,B,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=1 | scored:D7=1 | scored:D8=4,0,value alignment,1.2857142857142858,D
P1169,2018,other,metadata,,1,,3,1,,,1,4,2.25,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=3 | scored:D3=1 | scored:D7=1 | scored:D8=4,0,value alignment; ethics,1.2857142857142858,D
P117,2026,empirical,abstract,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,interpretability,2.142857142857143,C
P1171,2018,other,metadata,,1,,2,1,,,1,3,1.75,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=1 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,1.0714285714285714,D
P1172,2018,review,full-text,,0,,4,2,,3,2,4,2.76,B,pos_review,ft_file=AI Alignment: A Contemporary Survey.pdf | scored:D2=4 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=4 | ft_file=AI Alignment: A Contemporary Survey.pdf | d1:grey | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0,value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,2.5,B
P1173,2018,other,metadata,,2,,2,1,,,1,3,1.92,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=1 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,1.2142857142857144,D
P1174,2018,other,metadata,,1,,4,1,,,1,4,2.50,B,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=1 | scored:D7=1 | scored:D8=4,0,value alignment,1.2857142857142858,D
P1175,2018,other,metadata,,1,,1,1,,,1,2,1.25,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,1,value alignment,0.8571428571428572,D
P1176,2018,other,metadata,,2,,2,1,,,1,3,1.92,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=1 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,1.2142857142857144,D
P1177,2018,other,metadata,,1,,2,1,,,1,3,1.75,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=1 | scored:D7=1 | scored:D8=3,0,value alignment,1.0714285714285714,D
P1178,2017,other,metadata,,0,,1,1,,,1,2,1.08,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d1:grey | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,1,value alignment,0.7142857142857143,E
P1179,2017,other,metadata,,1,,2,1,,,1,3,1.75,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=1 | scored:D7=1 | scored:D8=3,0,interpretability; robustness,1.0714285714285714,D
P118,2026,opinion,full-text,0,2,3,2,2,,3,2,3,2.55,B,pos_review,ft_file=Coadaptive Value Alignment Blue Sky Ideas Track.pdf | ft_file=Coadaptive Value Alignment Blue Sky Ideas Track.pdf | d1:proceedings | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; robustness; ethics; capabilities,2.5714285714285716,B
P1180,2016,other,metadata,,1,,4,2,,,1,4,2.75,B,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=2 | scored:D7=1 | scored:D8=4,0,value alignment,1.5000000000000002,D
P1181,2016,other,metadata,,1,,4,2,,,1,3,2.50,B,pos_review,low-evidence: metadata-only | scored:D2=4 | scored:D3=2 | scored:D7=1 | scored:D8=3 | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0,value alignment,1.2857142857142856,D
P1182,2016,other,metadata,,1,,4,1,,,1,4,2.50,B,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=1 | scored:D7=1 | scored:D8=4,0,value alignment,1.2857142857142858,D
P1183,2016,other,metadata,,1,,4,1,,,1,3,2.25,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=1 | scored:D7=1 | scored:D8=3,0,value alignment,1.0714285714285714,D
P1184,2016,other,metadata,,1,,4,1,,,1,4,2.50,B,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=1 | scored:D7=1 | scored:D8=4,0,value alignment,1.2857142857142858,D
P1185,2016,other,metadata,,1,,4,2,,,1,4,2.75,B,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=2 | scored:D7=1 | scored:D8=4,0,value alignment,1.5000000000000002,D
P1186,,other,metadata,,1,,1,1,,,1,2,1.25,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,1,value alignment,0.8571428571428572,D
P119,2025,empirical,full-text,2,2,3,1,2,2,3,1,2,2.10,C,empirical,"ft_file=More Women, Same Stereotypes: Unpacking the Gender Bias Paradox in Large Language Models.pdf | ft_file=More Women, Same Stereotypes: Unpacking the Gender Bias Paradox in Large Language Models.pdf | d1:proceedings | d6:cohort p61 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2",0,value alignment; ethics; capabilities,2.142857142857143,C
P1190,,other,metadata,,1,,0,1,,,1,,0.67,E,pos_review,low-evidence: metadata-only | scored:D2=0 | scored:D3=1 | scored:D7=1 | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),1,value alignment,0.4285714285714286,E
P1191,,other,metadata,,1,,1,1,,,1,,1.00,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=1 | scored:D7=1,1,value alignment,0.4285714285714286,E
P1192,,other,metadata,,1,,1,1,,,1,2,1.25,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,1,value alignment,0.8571428571428572,D
P1194,,other,metadata,,3,,1,1,,,1,2,1.58,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d1:journal | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,1,value alignment,1.142857142857143,D
P1195,,other,metadata,,1,,1,1,,,1,2,1.25,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,1,value alignment; ethics,0.8571428571428572,D
P1196,,other,metadata,,0,,2,1,,,1,3,1.58,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d1:grey | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=1 | scored:D7=1 | scored:D8=3,1,robustness,0.9285714285714285,D
P1197,,theoretical,full-text,,1,,2,3,,3,2,3,2.53,B,theoretical,ft_file=The value alignment problem: a geometric approach.pdf | ai-revised:publication_type=other->theoretical | ft_file=The value alignment problem: a geometric approach.pdf | ai-revised:publication_type=other->theoretical | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness; ethics; capabilities,2.6428571428571432,B
P1198,,other,metadata,,1,,1,1,,,1,2,1.25,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,1,value alignment,0.8571428571428572,D
P1199,,position,full-text,,2,,2,2,,3,1,3,2.41,B,pos_review,ft_file=ICLR 2025 Workshop on Bidirectional Human-AI Alignment.pdf | ai-revised:publication_type=other->position | ft_file=ICLR 2025 Workshop on Bidirectional Human-AI Alignment.pdf | ai-revised:publication_type=other->position | d1:workshop | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; interpretability; governance; ethics,2.5,B
P120,2026,empirical,full-text,0,2,3,1,2,2,2,2,1,1.95,C,empirical,ft_file=Automatic Construction Method for Ideological and Political Teaching Cases Based on Educational Large Models Enhanced by Chain-of-Thought Reasoning.pdf | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=2 | scored:D7=2 | scored:D8=1 | ft_file=Automatic Construction Method for Ideological and Political Teaching Cases Based on Educational Large Models Enhanced by Chain-of-Thought Reasoning.pdf | d1:proceedings | d6:cohort p77,0,value alignment; interpretability; governance; ethics,1.9285714285714288,C
P1202,2026,other,full-text,,2,,2,4,,3,2,4,3.00,B,pos_review,ft_file=Intrinsic Barriers and Practical Pathways for Human-AI Alignment: An Agreement-Based Complexity Analysis.pdf | ft_file=Intrinsic Barriers and Practical Pathways for Human-AI Alignment: An Agreement-Based Complexity Analysis.pdf | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=4 | scored:D5=3 | scored:D7=2 | scored:D8=4,0,value alignment; robustness; governance; ethics; capabilities,3.2142857142857144,A
P1203,2019,position,full-text,,2,,4,3,,3,2,4,3.18,B,pos_review,ft_file=Incomplete Contracting and Al Alignment.pdf | ai-revised:publication_type=other->position | moved:formal_framework(none->other) | ft_file=Incomplete Contracting and Al Alignment.pdf | ai-revised:publication_type=other->position | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=4 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=4,0,value alignment; robustness; governance; ethics,3.0000000000000004,B
P1208,2026,empirical,abstract,,2,,1,2,2,3,1,3,2.00,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment,2.2142857142857144,C
P121,2026,other,abstract,0,2,3,1,2,,3,1,2,2.20,C,pos_review,d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; robustness; governance; ethics,2.285714285714286,C
P1210,2021,other,metadata,,1,,1,1,,,1,2,1.25,D,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=1 | scored:D7=1 | scored:D8=2,1,value alignment; mesa-optimization,0.8571428571428572,D
P1211,2026,theoretical,abstract,,1,,2,2,,3,1,2,2.12,C,theoretical,ai-revised:publication_type=other->theoretical | | ai-revised:publication_type=other->theoretical | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; ethics,2.142857142857143,C
P1212,2026,theoretical,full-text,,2,,1,3,,3,2,3,2.47,B,theoretical,ft_file=Specification-Guided Reinforcement Learning.pdf | ai-revised:publication_type=other->theoretical | moved:formal_framework(none->other) | ft_file=Specification-Guided Reinforcement Learning.pdf | ai-revised:publication_type=other->theoretical | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=3 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness,2.785714285714286,B
P1214,2024,other,abstract,,2,,2,2,,3,1,3,2.41,B,pos_review,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics,2.5,B
P1217,2026,empirical,abstract,,2,,1,2,2,3,1,3,2.00,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment,2.2142857142857144,C
P1218,2025,empirical,abstract,,2,,2,3,2,3,1,3,2.35,C,empirical,moved:formal_framework(none->other) | scored:D2=2 | scored:D3=3 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3 | | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0,value alignment; robustness,2.428571428571429,B
P122,2026,position,full-text,0,2,3,3,2,,3,1,3,2.65,B,pos_review,ft_file=On the Troubled Relation Between AI Ethics and AI Safety.pdf | ai-revised:publication_type=other->position | ft_file=On the Troubled Relation Between AI Ethics and AI Safety.pdf | ai-revised:publication_type=other->position | d1:doi_peer | d6:cohort p77 | scored:D2=3 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; interpretability; robustness; mesa-optimization; ethics; capabilities,2.5,B
P1224,2025,other,metadata,,1,,2,1,,,1,3,1.75,C,pos_review,low-evidence: metadata-only | low-evidence: metadata-only | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=1 | scored:D7=1 | scored:D8=3,0,,1.0714285714285714,D
P1227,2024,theoretical,abstract,,1,,1,2,,2,1,2,1.65,C,theoretical,ai-revised:publication_type=empirical->theoretical | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2 | | ai-revised:publication_type=empirical->theoretical | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0,value alignment; capabilities,1.7857142857142858,C
P123,2026,empirical,abstract,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment,2.142857142857143,C
P1230,2025,position,abstract,,2,,1,2,,3,1,2,2.06,C,pos_review,ai-revised:publication_type=other->position | | ai-revised:publication_type=other->position | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment,2.285714285714286,C
P124,2026,empirical,full-text,1,2,4,1,2,2,3,2,3,2.35,C,empirical,ft_file=Winning at All Cost: A Small Environment for Eliciting Specification Gaming Behaviors in Large Language Models.pdf | ft_file=Winning at All Cost: A Small Environment for Eliciting Specification Gaming Behaviors in Large Language Models.pdf | d1:doi_peer | d6:cohort p91 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; robustness; mesa-optimization; capabilities,2.285714285714286,C
P1245,2022,empirical,abstract,,2,,1,2,2,3,1,2,1.94,C,empirical,moved:formal_framework(none->other) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2 | | moved:formal_framework(none->other) | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2),0,value alignment; interpretability,2.142857142857143,C
P1247,2024,opinion,abstract,,2,,2,2,,3,2,3,2.47,B,pos_review,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; ethics,2.5714285714285716,B
P125,2026,theoretical,abstract,0,2,3,1,2,,2,1,2,1.95,C,theoretical,ai-revised:publication_type=other->theoretical | | ai-revised:publication_type=other->theoretical | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=2 | scored:D7=1 | scored:D8=2,0,value alignment,1.9285714285714288,C
P1256,2023,position,abstract,,2,,1,2,,3,1,3,2.24,C,pos_review,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness; ethics,2.5,B
P126,2025,empirical,full-text,4,2,3,1,2,2,3,2,2,2.15,C,empirical,ft_file=AI ageism and its consequence: Benevolent ageist attitudes expressed by LLMs could reinforce ageism in humans.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | ft_file=AI ageism and its consequence: Benevolent ageist attitudes expressed by LLMs could reinforce ageism in humans.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment | d1:doi_peer | d6:cohort p73 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0,value alignment; robustness; governance; ethics; capabilities,2.2142857142857144,C
P1262,2025,empirical,full-text,,2,,1,2,2,3,1,3,2.00,C,empirical,ft_file=Identical Human Preference Alignment Paradigm for Text-to-Image Models.pdf | ft_file=Identical Human Preference Alignment Paradigm for Text-to-Image Models.pdf | d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; ethics; capabilities,2.2142857142857144,C
P1268,2025,other,abstract,,2,,1,2,,3,1,2,2.06,C,pos_review,d1:proceedings | d6:n/a citation_count missing; AF/LW inbound supplement required (quality-criteria.md §8.2) | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; interpretability; ethics,2.285714285714286,C
P127,2026,empirical,full-text,0,2,3,1,2,2,3,2,2,2.15,C,empirical,ft_file=ResVaRe: Parameter-efficient fine-tuning for large language models via cross-layer residual vector adaptation and representation editing.pdf | ai-revised:methodology=not_applicable->experiment | ft_file=ResVaRe: Parameter-efficient fine-tuning for large language models via cross-layer residual vector adaptation and representation editing.pdf | ai-revised:methodology=not_applicable->experiment | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0,value alignment; robustness; ethics; capabilities,2.2142857142857144,C
P128,2026,position,full-text,2,2,4,3,2,,3,1,3,2.80,B,pos_review,ft_file=Roadmap on Incentive Compatibility for AI Alignment and Governance in Sociotechnical Systems.pdf | ai-revised:publication_type=other->position | ft_file=Roadmap on Incentive Compatibility for AI Alignment and Governance in Sociotechnical Systems.pdf | ai-revised:publication_type=other->position | d1:doi_peer | d6:cohort p96 | scored:D2=3 | scored:D3=2 | scored:D5=3 | scored:D7=1 | scored:D8=3,0,value alignment; robustness; governance; ethics; capabilities,2.5,B
P129,2026,empirical,abstract,0,2,3,1,2,2,3,1,2,2.10,C,empirical,ai-revised:subdomains=value alignment->capabilities | | ai-revised:subdomains=value alignment->capabilities | d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,capabilities,2.142857142857143,C
P130,2026,position,full-text,0,2,3,2,2,,3,2,4,2.70,B,pos_review,"ft_file=Agents, Alignment, and the Many Faces of Autonomy.pdf | ai-revised:publication_type=other->position | ft_file=Agents, Alignment, and the Many Faces of Autonomy.pdf | ai-revised:publication_type=other->position | d1:doi_peer | d6:cohort p77 | scored:D2=2 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=4",0,value alignment; robustness; governance; ethics; capabilities,2.785714285714286,B
P131,2026,empirical,full-text,0,2,3,1,2,2,3,2,2,2.15,C,empirical,ft_file=Metacognition of ChatGPT in confidence judgements.pdf | ai-revised:publication_type=other->empirical | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=2 | ft_file=Metacognition of ChatGPT in confidence judgements.pdf | ai-revised:publication_type=other->empirical | d1:doi_peer | d6:cohort p77,0,value alignment; interpretability; robustness; ethics; capabilities,2.2142857142857144,C
P132,2026,empirical,full-text,0,2,3,1,2,2,2,1,1,1.90,C,empirical,ft_file=Cloud Platforms in Transition: AI Agents as Intelligent Intermediaries Disrupting the Traditional Saas Subscription Model.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; governance; ethics; capabilities->other | ft_file=Cloud Platforms in Transition: AI Agents as Intelligent Intermediaries Disrupting the Traditional Saas Subscription Model.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; governance; ethics; capabilities->other | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=2 | scored:D7=1 | scored:D8=1,0,other,1.8571428571428574,C
P133,2025,empirical,full-text,0,2,0,1,2,2,3,2,3,1.75,C,empirical,ft_file=Optimising multi-value alignment: a multi-objective evolutionary strategy for normative multi-agent systems.pdf | ft_file=Optimising multi-value alignment: a multi-objective evolutionary strategy for normative multi-agent systems.pdf | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; governance; ethics,2.285714285714286,C
P134,2025,theoretical,full-text,0,2,0,1,2,,3,2,3,1.85,C,theoretical,ft_file=On AI Alignment and the Later Wittgenstein: a Response To Sorin Bangu.pdf | ai-revised:publication_type=other->theoretical | moved:formal_framework(none->other) | ft_file=On AI Alignment and the Later Wittgenstein: a Response To Sorin Bangu.pdf | ai-revised:publication_type=other->theoretical | moved:formal_framework(none->other) | d1:doi_peer | d6:cohort zero citations after grace period | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=3,0,value alignment; interpretability; robustness; governance; ethics,2.428571428571429,B
P135,2026,review,abstract,0,2,3,1,2,,3,2,2,2.25,C,pos_review,d1:doi_peer | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D5=3 | scored:D7=2 | scored:D8=2,0,value alignment; interpretability; robustness; governance,2.357142857142857,C
P136,2026,empirical,abstract,0,2,3,1,2,2,3,1,2,2.10,C,empirical,moved:formal_framework(none->other) | | moved:formal_framework(none->other) | d1:proceedings | d6:cohort p77 | scored:D2=1 | scored:D3=2 | scored:D4=2 | scored:D5=3 | scored:D7=1 | scored:D8=2,0,value alignment; interpretability; robustness,2.142857142857143,C
