id,title,year,decision,reason,retrieved,s1,s2,note
P02_0073,Efficient Knowledge Graph Unlearning with Zeroth-order Information,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0074,Cacophony: An Improved Contrastive Audio-Text Model,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0075,Neural Dehydration: Effective Erasure of Black-box Watermarks from DNNs with Limited Data,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0124,Handling Out-of-Distribution Data: A Survey,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0126,The Many Faces of Robustness: A Critical Analysis of Out-of-Distribution Generalization,2021,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0128,A System-Level Analysis of Cross-Domain Generalization Failure in Audio Deepfake Detection,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0136,Defeating Multimodal Information Manipulation By A Web 3.0 Decentralized Identity (DID)-Based Accountability Framework,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0138,Utilizing Confidence in Localization Predictions for Improved Spectrum Management,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0151,Leveraging Vision-Language Models for Improving Domain Generalization in Image Classification,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0154,"Roses are Red, Violets are Blue… But Should VQA expect Them To?",2021,Include,,yes,Include,Include,s1=Include s2=Include
P02_0200,Handling Dual Skewness in Citywide Crime Prediction Using Personalized Graph Federated Learning,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0380,A Physics-Guided Symbolic Regression Framework for Multi-Resolution Dynamic Equivalent Modeling of Power Systems,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0386,Rethinking Graph Generalization through the Lens of Sharpness-Aware Minimization,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0442,Producing plankton classifiers that are robust to dataset shift,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0511,PTAN: Principal Token-aware Adjacent Network for Compositional Temporal Grounding,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0514,Towards Domain-Aware Stable Meta Learning for Out-of-Distribution Generalization,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0517,A Cascade Registration Method Based on Transformation Transfer for Multiscale Point Clouds,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0522,Avoiding Shortcuts: Enhancing Channel-Robust Specific Emitter Identification via Single-Source Domain Generalization,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0601,Span-based Semantic Parsing for Compositional Generalization,2020,Include,,yes,Include,Include,s1=Include s2=Include
P02_0603,Learning to Substitute Spans towards Improving Compositional Generalization,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0606,Compositional Generalization in Dependency Parsing,2021,Include,,yes,Include,Include,s1=Include s2=Include
P02_0609,Compositional Generalization Requires Compositional Parsers,2022,Include,,yes,Include,Include,s1=Include s2=Include
P02_0620,Compositional Generalization for Natural Language Interfaces to Web APIs,2021,Include,,yes,Include,Include,s1=Include s2=Include
P02_0621,Revisiting the Compositional Generalization Abilities of Neural Sequence Models,2022,Include,,yes,Include,Include,s1=Include s2=Include
P02_0626,Compositional Generalization for Primitive Substitutions,2019,Include,,yes,Include,Include,s1=Include s2=Include
P02_0631,Learning to Recombine and Resample Data for Compositional Generalization,2020,Include,,yes,Include,Include,s1=Include s2=Include
P02_0636,SUBS: Subtree Substitution for Compositional Semantic Parsing,2022,Include,,yes,Include,Uncertain,conflict: default Include (6.3.3); flagged
P02_0637,On graph-based reentrancy-free semantic parsing,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0638,LAGr: Labeling Aligned Graphs for Improving Systematic Generalization in Semantic Parsing,2021,Include,,yes,Include,Include,s1=Include s2=Include
P02_0639,ReCOGS: How Incidental Details of a Logical Form Overshadow an Evaluation of Semantic Interpretation,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0647,Compositional generalization through meta sequence-to-sequence learning,2019,Include,,yes,Include,Include,s1=Include s2=Include
P02_0649,Laziness Is a Virtue When It Comes to Compositionality in Neural Semantic Parsing,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0663,A Class of Distributions for Linear Demand Markets,2018,Exclude,FT1,yes,Exclude,Exclude,s1=Exclude s2=Exclude
P02_0665,NCHO: Unsupervised Learning for Neural 3D Composition of Humans and Objects,2023,Exclude,FT8,yes,Include,Exclude,conflict: default Include (6.3.3); flagged | adj: 'Composition' of 3D human parts — object-part composition | adj: 'Composition' of 3D human parts — object-part composition
P02_0667,Does Data Scaling Lead to Visual Compositional Generalization?,2025,Include,,yes,Include,Include,s1=Include s2=Include
P02_0668,Towards Robust Out-of-Distribution Generalization Bounds via Sharpness,2024,Include,,yes,Include,Include,s1=Include s2=Include
P02_0669,Aggregation Hides Out-of-Distribution Generalization Failures from Spurious Correlations,2025,Include,,yes,Include,Include,s1=Include s2=Include
P02_0673,Learning to Think in Physics: Breaking Shortcut Learning in Scientific Diffusion via Representation Alignment,2026,Include,,yes,Include,Exclude,conflict: default Include (6.3.3); flagged | adj: Shortcut learning in physics word problems; OOD generalization (id_nums=19 | adj: Shortcut learning in physics word problems; OOD generalization (id_nums=19
P02_0678,"Sharp analysis of out-of-distribution error for ""importance-weighted"" estimators in the overparameterized regime",2024,Include,,yes,Include,Include,s1=Include s2=Include
P02_0679,Principled Out-of-Distribution Generalization via Simplicity,2025,Include,,yes,Include,Include,s1=Include s2=Include
P02_0688,Using Interventions to Improve Out-of-Distribution Generalization of Text-Matching Recommendation Systems,2022,Include,,yes,Include,Include,s1=Include s2=Include
P02_0689,Correct-N-Contrast: A Contrastive Approach for Improving Robustness to Spurious Correlations,2022,Include,,yes,Include,Include,s1=Include s2=Include
P02_0690,CausPref: Causal Preference Learning for Out-of-Distribution Recommendation,2022,Include,,yes,Include,Include,s1=Include s2=Include
P02_0692,Fishr: Invariant Gradient Variances for Out-of-Distribution Generalization,2021,Include,,yes,Include,Include,s1=Include s2=Include
P02_0698,Invariance Principle Meets Information Bottleneck for Out-of-Distribution Generalization,2021,Include,,yes,Include,Include,s1=Include s2=Include
P02_0700,What Matters to You? Towards Visual Representation Alignment for Robot Learning,2023,Include,,yes,Uncertain,Exclude,conflict: default Include (6.3.3); flagged
P02_0705,Diagnosing Generalization Failures from Representational Geometry Markers,2026,Include,,yes,Include,Include,s1=Include s2=Include
P02_0713,"Easy to Learn, Yet Hard to Forget: Towards Robust Unlearning Under Bias",2026,Exclude,FT1,yes,Exclude,Exclude,s1=Exclude s2=Exclude
P02_0717,Incorporating Surrogate Gradient Norm to Improve Offline Optimization Techniques,2025,Include,,yes,Uncertain,Exclude,conflict: default Include (6.3.3); flagged
P02_0738,DSL: Understanding and Improving Softmax Recommender Systems with Competition-Aware Scaling,2026,Include,,yes,Include,Include,s1=Include s2=Include
P02_0740,VLA^2: Empowering Vision-Language-Action Models with an Agentic Framework for Unseen Concept Manipulation,2025,Include,,yes,Include,Include,s1=Include s2=Include
P02_0741,Navigating High Dimensional Concept Space with Metalearning,2025,Include,,yes,Include,Include,s1=Include s2=Include
P02_0757,FedSoup: Improving Generalization and Personalization in Federated Learning via Selective Model Interpolation,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0781,Thermodynamically-Informed Iterative Neural Operators for Heterogeneous Elastic Localization,2024,Exclude,FT1,yes,Include,Exclude,conflict: default Include (6.3.3); flagged | adj: PDE neural operator; non-compositional OOD / covariate shift (E8 precedent) | adj: PDE neural operator; non-compositional OOD / covariate shift (E8 precedent)
P02_0795,TerraIncognita: A Dynamic Benchmark for Species Discovery Using Frontier Models,2025,Include,,yes,Uncertain,Exclude,conflict: default Include (6.3.3); flagged
P02_0797,Predictable GRPO: A Closed-Form Model of Training Dynamics,2026,Include,,yes,Include,Exclude,conflict: default Include (6.3.3); flagged | adj: Predictable GRPO training dynamics; OOD terms + numbers (flagged) | adj: Predictable GRPO training dynamics; OOD terms + numbers (flagged)
P02_0798,Can Large Reasoning Models do Analogical Reasoning under Perceptual Uncertainty?,2025,Include,,yes,Include,Uncertain,conflict: default Include (6.3.3); flagged
P02_0814,A Survey on Compositional Generalization in Applications,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0815,Composition-Incremental Learning for Compositional Generalization,2025,Include,,yes,Include,Uncertain,conflict: default Include (6.3.3); flagged
P02_0816,Toward Compositional Generalization in Object-Oriented World Modeling,2022,Include,,yes,Include,Uncertain,conflict: default Include (6.3.3); flagged
P02_0817,On Evaluating Multilingual Compositional Generalization with Translated Datasets,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0818,Learning Algebraic Recombination for Compositional Generalization,2021,Include,,yes,Include,Include,s1=Include s2=Include
P02_0820,Improving Compositional Generalization in Math Word Problem Solving,2022,Include,,yes,Include,Include,s1=Include s2=Include
P02_0825,A General Theory for Compositional Generalization,2024,Include,,yes,Include,Include,s1=Include s2=Include
P02_0830,On Compositional Generalization of Neural Machine Translation,2021,Include,,yes,Include,Include,s1=Include s2=Include
P02_0833,Simple and effective data augmentation for compositional generalization,2024,Include,,yes,Include,Include,s1=Include s2=Include
P02_0834,Unobserved Local Structures Make Compositional Generalization Hard,2022,Include,,yes,Include,Include,s1=Include s2=Include
P02_0837,When and How Does CLIP Enable Domain and Compositional Generalization?,2025,Include,,yes,Include,Uncertain,conflict: default Include (6.3.3); flagged
P02_0840,Diverse Demonstrations Improve In-context Compositional Generalization,2022,Include,,yes,Include,Uncertain,conflict: default Include (6.3.3); flagged
P02_0841,Exploring the Compositional Generalization in Context Dependent Text-to-SQL Parsing,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0842,Improving Compositional Generalization Using Iterated Learning and Simplicial Embeddings,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0847,A Short Survey of Systematic Generalization,2022,Include,,yes,Include,Include,s1=Include s2=Include
P02_0848,Compositional Generalization for Multi-label Text Classification: A Data-Augmentation Approach,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0849,Exploring Continual Learning of Compositional Generalization in NLI,2024,Include,,yes,Include,Include,s1=Include s2=Include
P02_0852,Local Mechanisms of Compositional Generalization in Conditional Diffusion,2025,Include,,yes,Include,Include,s1=Include s2=Include
P02_0853,A Theoretical Analysis of Compositional Generalization in Neural Networks: A Necessary and Sufficient Condition,2025,Include,,yes,Include,Include,s1=Include s2=Include
P02_0862,Compositional Generalization in Image Captioning,2019,Include,,yes,Include,Include,s1=Include s2=Include
P02_0870,The Impact of Depth on Compositional Generalization in Transformer Language Models,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0871,Compositional Generalization Across Distributional Shifts with Sparse Tree Operations,2024,Include,,yes,Include,Include,s1=Include s2=Include
P02_0875,Pretraining Frequency Predicts Compositional Generalization of CLIP on Real-World Tasks,2025,Include,,yes,Include,Include,s1=Include s2=Include
P02_0880,Finding needles in a haystack: Sampling Structurally-diverse Training Sets from Synthetic Data for Compositional Generalization,2021,Include,,yes,Include,Include,s1=Include s2=Include
P02_0887,ExeDec: Execution Decomposition for Compositional Generalization in Neural Program Synthesis,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0888,Compositional Generalization for Data-to-Text Generation,2023,Include,,yes,Include,Uncertain,conflict: default Include (6.3.3); flagged
P02_0889,What Drives Compositional Generalization? The Importance of Continuous Training Objectives in Visual Generative Models,2025,Include,,yes,Include,Uncertain,conflict: default Include (6.3.3); flagged
P02_0892,Sequential Compositional Generalization in Multimodal Models,2024,Include,,yes,Include,Include,s1=Include s2=Include
P02_0902,ViLPAct: A Benchmark for Compositional Generalization on Multimodal Human Activities,2022,Include,,yes,Include,Uncertain,conflict: default Include (6.3.3); flagged
P02_0908,From Reasoning Traces to Reusable Modules: Understanding Compositional Generalization in Language Model Reasoning,2026,Include,,yes,Include,Include,s1=Include s2=Include
P02_0909,Systematic Generalization: What Is Required and Can It Be Learned?,2018,Include,,yes,Include,Include,s1=Include s2=Include
P02_0910,Learning by Analogy: A Causal Framework for Composition Generalization,2025,Include,,yes,Include,Uncertain,conflict: default Include (6.3.3); flagged
P02_0912,Provably Efficient Causal Model-Based Reinforcement Learning for Systematic Generalization,2022,Include,,yes,Uncertain,Exclude,conflict: default Include (6.3.3); flagged
P02_0917,Seen to Unseen: Exploring Compositional Generalization of Multi-Attribute Controllable Dialogue Generation,2023,Include,,yes,Include,Uncertain,conflict: default Include (6.3.3); flagged
P02_0919,Latent Compositional Representations Improve Systematic Generalization in Grounded Question Answering,2020,Include,,yes,Include,Include,s1=Include s2=Include
P02_0923,LAGr: Label Aligned Graphs for Better Systematic Generalization in Semantic Parsing,2022,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_0924,COVR: A test-bed for Visually Grounded Compositional Generalization with real images,2021,Include,,yes,Include,Include,s1=Include s2=Include
P02_0927,ClassicLogic: A Knowledge-Driven Benchmark of Classic Puzzle Games for Evaluating Compositional Generalization,2026,Include,,yes,Include,Include,s1=Include s2=Include
P02_0928,HICO-DET-SG and V-COCO-SG: New Data Splits for Evaluating the Systematic Generalization Performance of Human-Object Interaction Detection Models,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0929,"InternVLA-A1.5: Unifying Understanding, Latent Foresight, and Action for Compositional Generalization",2026,Include,,yes,Include,Uncertain,conflict: default Include (6.3.3); flagged
P02_0933,Inductive Biases for Zero-shot Systematic Generalization in Language-informed Reinforcement Learning,2025,Include,,yes,Include,Include,s1=Include s2=Include
P02_0936,"A Minimalist Dataset for Systematic Generalization of Perception, Syntax, and Semantics",2021,Include,,yes,Include,Include,s1=Include s2=Include
P02_0938,Towards Systematic Generalization for Power Grid Optimization Problems,2026,Include,,yes,Uncertain,Exclude,conflict: default Include (6.3.3); flagged
P02_0941,Challenges in Generalization in Open Domain Question Answering,2021,Include,,yes,Include,Include,s1=Include s2=Include
P02_0942,Scale Up Strategically: Learning Compositional Generalization via Bias-Aware Evaluation and Data Collection for Robotic Manipulation,2026,Include,,yes,Include,Include,s1=Include s2=Include
P02_0946,ATOM-Bench: A Real-World Benchmark for Atomic Skills and Compositional Generalization in Manipulation Policies,2026,Include,,yes,Include,Uncertain,conflict: default Include (6.3.3); flagged
P02_0957,Low-Frequency Shortcuts in Texture-Driven Visual Learning,2026,Include,,yes,Include,Include,s1=Include s2=Include
P02_0964,Compositional Generalization in Spoken Language Understanding,2023,Include,,yes,Include,Include,s1=Include s2=Include
P02_0985,Point-SRA: Self-Representation Alignment for 3D Representation Learning,2026,Exclude,FT1,yes,Exclude,Exclude,s1=Exclude s2=Exclude
P02_1078,Adversarial Image Alignment and Interpolation,2017,Exclude,FT1,yes,Exclude,Exclude,s1=Exclude s2=Exclude
P02_1122,A model to assess customer alignment through customer experience concepts,2019,Exclude,FT1,yes,Exclude,Exclude,s1=Exclude s2=Exclude
P02_1128,Intelligent Angle Map-based Beam Alignment for RIS-aided mmWave Communication Networks,2024,Exclude,FT1,yes,Exclude,Exclude,s1=Exclude s2=Exclude
P02_1141,Deep Unfolding Network with Spatial Alignment for multi-modal MRI reconstruction,2023,Exclude,FT1,yes,Exclude,Exclude,s1=Exclude s2=Exclude
P02_1144,Aleena: Alignment Agent for Research Software Engineering Collaborations,2026,Exclude,FT1,yes,Exclude,Exclude,s1=Exclude s2=Exclude
P02_1172,Learning to optimize: a primer and a benchmark,2022,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1173,Proceedings of the 2025 International Conference on Multimedia Retrieval,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1175,Proceedings of the 2024 International Conference on Multimedia Retrieval,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1176,Proceedings of the 2026 ACM Workshop on Information Hiding and Multimedia Security,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1177,"Proceedings of the 2026 5th International Conference on Networks, Communications and Information Technology",2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1178,"Proceedings of the 17th ACM International Conference on Bioinformatics, Computational Biology and Health Informatics",2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1179,"Proceedings of the 13th ACM International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation",2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1180,Proceedings of the 2024 2nd International Conference on Internet of Things and Cloud Computing Technology,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1181,"Proceedings of the 2026 5th International Conference on Big Data, Information and Computer Network",2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1182,Proceedings of the 2025 6th International Conference on Computer Science and Management Technology,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1183,"Proceedings of the 2022 5th International Conference on Algorithms, Computing and Artificial Intelligence",2022,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1184,"Proceedings of the 5th International Conference on Computer, Artificial Intelligence and Control Engineering",2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1185,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1186,"Proceedings of the 2026 5th International Conference on Cryptography, Network Security and Communication Technology",2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1187,Proceedings of the 7th ACM International Conference on Multimedia in Asia,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1188,Proceedings of the Third International Conference on AI-ML Systems,2023,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1189,Proceedings of the 22nd ACM SIGGRAPH European Conference on Visual Media Production,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1190,Proceedings of the 12th International Symposium on Information and Communication Technology,2023,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1191,Proceedings of the 2025 11th International Conference on Communication and Information Processing,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1192,Proceedings of the 32nd ACM International Conference on Multimedia,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1193,Proceedings of the 2024 International Conference on Generative Artificial Intelligence and Information Security,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1194,Proceedings of the 2025 6th International Conference on Big Data Economy and Information Management,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1195,Proceedings of the 2023 15th International Conference on Machine Learning and Computing,2023,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1196,Proceedings of the 2026 ACM Sustainability Week,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1197,Proceedings of the 6th Joint International Conference on Data Science &amp; Management of Data (10th ACM IKDD CODS and 28th COMAD),2023,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1198,"Proceedings of the 2025 2nd International Conference on Image Processing, Intelligent Control and Computer Engineering",2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1199,Proceedings of the 2024 8th International Conference on Natural Language Processing and Information Retrieval,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1200,Proceedings of the 2026 ACM/IEEE International Conference on Embedded Artificial Intelligence and Sensing Systems,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1201,Proceedings of the 2024 16th International Conference on Machine Learning and Computing,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1202,Proceedings of the Fourth ACM International Conference on AI in Finance,2023,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1203,Proceedings of the 2024 5th International Conference on Computer Science and Management Technology,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1204,Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1205,Proceedings of the ACM on Web Conference 2025,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1206,Proceedings of the 2026 2nd International Conference on Digital Education and Information Technology,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1207,Proceedings of the 31st ACM International Conference on Advances in Geographic Information Systems,2023,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1208,Proceedings of the 5th ACM International Conference on AI in Finance,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1209,Proceedings of the 2026 International Conference on Multimedia Retrieval,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1210,Proceedings of the 2024 5th International Symposium on Artificial Intelligence for Medicine Science,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1211,Proceedings of the 17th ACM Conference on Recommender Systems,2023,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1212,Proceedings of the 6th ACM International Conference on Multimedia in Asia,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1213,Proceedings of the 7th Joint International Conference on Data Science &amp; Management of Data (11th ACM IKDD CODS and 29th COMAD),2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1214,Proceedings of the 17th ACM International Conference on Web Search and Data Mining,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1215,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1216,Proceedings of the 2024 ACM Workshop on Information Hiding and Multimedia Security,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1217,Proceedings of the 48th International ACM SIGIR Conference on Research and Development in Information Retrieval,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1218,Proceedings of the Special Interest Group on Computer Graphics and Interactive Techniques Conference Conference Papers,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1219,Proceedings of the Companion Conference on Genetic and Evolutionary Computation,2023,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1220,Proceedings of the 2025 15th International Conference on Communication and Network Security,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1221,Proceedings of the Genetic and Evolutionary Computation Conference Companion,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1222,Proceedings of the 18th ACM Conference on Recommender Systems,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1223,Companion Proceedings of the Web Conference 2022,2022,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1224,Proceedings of the 2025 ACM Workshop on Information Hiding and Multimedia Security,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1225,Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis,2023,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1226,Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering,2022,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1227,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1228,Proceedings of the 30th International Conference on Intelligent User Interfaces,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1229,Proceedings of the 2026 ACM Secure Development Conference,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1230,"Proceedings of the 21st Annual International Conference on Mobile Systems, Applications and Services",2023,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1231,Proceedings of the ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1233,Proceedings of the 23rd International Conference on Autonomous Agents and Multiagent Systems,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1234,Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing,2023,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1235,Proceedings of the SIGGRAPH Asia 2025 Conference Papers,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1236,SIGGRAPH Asia 2024 Conference Papers,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1237,Proceedings of the Fifth International Conference on Distributed Artificial Intelligence,2023,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1238,Proceedings of the 2025 ACM SIGSAC Conference on Computer and Communications Security,2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1240,Proceedings of the IEEE/ACM 48th International Conference on Software Engineering: Software Engineering in Practice,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1241,Proceedings of the ACM Asia Conference on Computer and Communications Security,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1242,The World Wide Web Conference,2019,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1243,Proceedings of the Genetic and Evolutionary Computation Conference,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1244,"Proceedings of the 2026 ACM Conference on Fairness, Accountability, and Transparency",2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1245,Proceedings of the 19th ACM Asia Conference on Computer and Communications Security,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1246,Optimal locally private nonparametric classification with public data,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1247,"Proceedings of the 2024 ACM Conference on Fairness, Accountability, and Transparency",2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1248,"Proceedings of the 2023 ACM Conference on Fairness, Accountability, and Transparency",2023,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1249,Proceedings of the 19th International Conference on the Foundations of Digital Games,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1250,Proceedings of the 2026 Designing Interactive Systems Conference,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1329,"4th Conference on Lifelong Learning Agents, CoLLAs 2025",2025,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1339,TOWARDS ROBUST OUT-OF-DISTRIBUTION GENERALIZATION BOUNDS VIA SHARPNESS,2024,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1388,"14th National CCF Conference on Natural Language Processing and Chinese Computing, NLPCC 2025",2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1389,Weight Space Correlation Analysis: Quantifying Feature Utilization in Deep Learning Models,2026,Exclude,FT5,no,,,full text unavailable after 3 attempts
P02_1407,"*SEM 2022 - 11th Joint Conference on Lexical and Computational Semantics, Proceedings of the Conference",2022,Exclude,FT5,no,,,full text unavailable after 3 attempts
