id,title,authors,year,doi,arxiv_id,abstract,keywords,source_db,journal,url,decision,reason_code,notes,stage,ft_retrieval_status,ft_attempts,ft_pdf_path
P02_0594,COGS: A Compositional Generalization Challenge Based on Semantic Interpretation,Najoung Kim; Tal Linzen,2020,,2010.05465v1,"Natural language is characterized by compositionality: the meaning of a complex expression is constructed from the meanings of its constituent parts. To facilitate the evaluation of the compositional abilities of language processing architectures, we introduce COGS, a semantic parsing dataset based on a fragment of English. The evaluation portion of COGS contains multiple systematic gaps that can only be addressed by compositional generalization; these include new combinations of familiar syntactic structures, or new combinations of familiar words and familiar structures. In experiments with Transformers and LSTMs, we found that in-distribution accuracy on the COGS test set was near-perfect (96--99%), but generalization accuracy was substantially lower (16--35%) and showed high sensitivity to random seed ($\pm$6--8%). These findings indicate that contemporary standard NLP models are limited in their compositional generalization capacity, and position COGS as a good way to measure progress.",arxiv:cs.CL,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2010.05465v1,Include,,,abstract,pending,,
P02_0595,Exploring Compositional Generalization (in COGS/ReCOGS_pos) by Transformers using Restricted Access Sequence Processing (RASP),William Bruns,2025,,2504.15349v3,"Humans understand new combinations of words encountered if they are combinations of words recognized from different contexts, an ability called Compositional Generalization. The COGS benchmark (Kim and Linzen, 2020) arXiv:2010.05465 reports 0% accuracy for Transformer models on some structural generalizations. We use (Weiss et al., 2021) arXiv:2106.06981's Restricted Access Sequence Processing (RASP), a Transformer-equivalent programming language, to demonstrate that a Transformer Encoder-Decoder can perform COGS and the semantically equivalent ReCOGS_pos (Wu et al., 2024) arXiv:2303.13716 systematically and compositionally: Our RASP models attain near perfect scores on structural generalization splits on COGS (exact match) and ReCOGS_pos (semantic exact match). Our RASP models show the (Re)COGS tasks do not require a hierarchical or tree-structured solution (contrary to (Kim and Linzen, 2020) arXiv:2010.05465, (Yao and Koller, 2022) arXiv:2210.13050, (Murty et al., 2022) arXiv:2211.01288, (Liu et al., 2021) arXiv:2107.06516): we use word-level tokens with an ""embedding"" layer that tags with possible part of speech, applying just once per encoder pass 19 attention-head compatible flat pattern-matching rules (easily identified with specific training examples), shown using grammar coverage (Zeller et al., 2023) to cover the non-recursive aspects of the input grammar, plus masking out prepositional phrases (""pp noun"") and/or sentential complements (cp) when recognizing grammar patterns and extracting nouns related to the main verb in the sentence, and output the next logical form (LF) token (repeating until the LF is complete). The models do not apply recursive, tree-structured rules like ""np_det pp np -> np_pp -> np"", but score near perfect semantic and string exact match on both COGS and ReCOGS pp recursion, cp recursion using the decoder loop.",arxiv:cs.CL,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2504.15349v3,Include,,,abstract,pending,,
P02_0596,SLOG: A Structural Generalization Benchmark for Semantic Parsing,Bingzhi Li; Lucia Donatelli; Alexander Koller; Tal Linzen; Yuekun Yao; Najoung Kim,2023,,2310.15040v1,"The goal of compositional generalization benchmarks is to evaluate how well models generalize to new complex linguistic expressions. Existing benchmarks often focus on lexical generalization, the interpretation of novel lexical items in syntactic structures familiar from training; structural generalization tasks, where a model needs to interpret syntactic structures that are themselves unfamiliar from training, are often underrepresented, resulting in overly optimistic perceptions of how well models can generalize. We introduce SLOG, a semantic parsing dataset that extends COGS (Kim and Linzen, 2020) with 17 structural generalization cases. In our experiments, the generalization accuracy of Transformer models, including pretrained ones, only reaches 40.6%, while a structure-aware parser only achieves 70.8%. These results are far from the near-perfect accuracy existing models achieve on COGS, demonstrating the role of SLOG in foregrounding the large discrepancy between models' lexical and structural generalization capacities.",arxiv:cs.CL,arXiv:benchmark,,http://arxiv.org/abs/2310.15040v1,Include,,,abstract,pending,,
P02_0597,Grounded Graph Decoding Improves Compositional Generalization in Question Answering,Yu Gai; Paras Jain; Wendi Zhang; Joseph E. Gonzalez; Dawn Song; Ion Stoica,2021,,2111.03642v1,"Question answering models struggle to generalize to novel compositions of training patterns, such to longer sequences or more complex test structures. Current end-to-end models learn a flat input embedding which can lose input syntax context. Prior approaches improve generalization by learning permutation invariant models, but these methods do not scale to more complex train-test splits. We propose Grounded Graph Decoding, a method to improve compositional generalization of language representations by grounding structured predictions with an attention mechanism. Grounding enables the model to retain syntax information from the input in thereby significantly improving generalization over complex inputs. By predicting a structured graph containing conjunctions of query clauses, we learn a group invariant representation without making assumptions on the target domain. Our model significantly outperforms state-of-the-art baselines on the Compositional Freebase Questions (CFQ) dataset, a challenging benchmark for compositional generalization in question answering. Moreover, we effectively solve the MCD1 split with 98% accuracy.",arxiv:cs.CL; arxiv:cs.LG,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2111.03642v1,Include,,,abstract,pending,,
P02_0598,Towards Understanding the Relationship between In-context Learning and Compositional Generalization,Sungjun Han; Sebastian Padó,2024,,2403.11834v1,"According to the principle of compositional generalization, the meaning of a complex expression can be understood as a function of the meaning of its parts and of how they are combined. This principle is crucial for human language processing and also, arguably, for NLP models in the face of out-of-distribution data. However, many neural network models, including Transformers, have been shown to struggle with compositional generalization. In this paper, we hypothesize that forcing models to in-context learn can provide an inductive bias to promote compositional generalization. To test this hypothesis, we train a causal Transformer in a setting that renders ordinary learning very difficult: we present it with different orderings of the training instance and shuffle instance labels. This corresponds to training the model on all possible few-shot learning problems attainable from the dataset. The model can solve the task, however, by utilizing earlier examples to generalize to later ones (i.e. in-context learning). In evaluations on the datasets, SCAN, COGS, and GeoQuery, models trained in this manner indeed show improved compositional generalization. This indicates the usefulness of in-context learning problems as an inductive bias for generalization.",arxiv:cs.CL; arxiv:cs.LG,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2403.11834v1,Include,,,abstract,pending,,
P02_0599,Compositional Generalization in Semantic Parsing: Pre-training vs. Specialized Architectures,Daniel Furrer; Marc van Zee; Nathan Scales; Nathanael Schärli,2020,,2007.08970v3,"While mainstream machine learning methods are known to have limited ability to compositionally generalize, new architectures and techniques continue to be proposed to address this limitation. We investigate state-of-the-art techniques and architectures in order to assess their effectiveness in improving compositional generalization in semantic parsing tasks based on the SCAN and CFQ datasets. We show that masked language model (MLM) pre-training rivals SCAN-inspired architectures on primitive holdout splits. On a more complex compositional task, we show that pre-training leads to significant improvements in performance vs. comparable non-pre-trained models, whereas architectures proposed to encourage compositional generalization on SCAN or in the area of algorithm learning fail to lead to significant improvements. We establish a new state of the art on the CFQ compositional generalization benchmark using MLM pre-training together with an intermediate representation.",arxiv:cs.CL; arxiv:cs.LG,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2007.08970v3,Include,,,abstract,pending,,
P02_0600,Learning to Substitute Components for Compositional Generalization,Zhaoyi Li; Gangwei Jiang; Chenwang Wu; Ying Wei; Defu Lian; Enhong Chen,2025,,2502.20834v1,"Despite the rising prevalence of neural language models, recent empirical evidence suggests their deficiency in compositional generalization. One of the current de-facto solutions to this problem is compositional data augmentation, which aims to introduce additional compositional inductive bias. However, existing handcrafted augmentation strategies offer limited improvement when systematic generalization of neural language models requires multi-grained compositional bias (i.e., not limited to either lexical or structural biases alone) or when training sentences have an imbalanced difficulty distribution. To address these challenges, we first propose a novel compositional augmentation strategy called Component Substitution (CompSub), which enables multi-grained composition of substantial substructures across the entire training set. Furthermore, we introduce the Learning Component Substitution (LCS) framework. This framework empowers the learning of component substitution probabilities in CompSub in an end-to-end manner by maximizing the loss of neural language models, thereby prioritizing challenging compositions with elusive concepts and novel contexts. We extend the key ideas of CompSub and LCS to the recently emerging in-context learning scenarios of pre-trained large language models (LLMs), proposing the LCS-ICL algorithm to enhance the few-shot compositional generalization of state-of-the-art (SOTA) LLMs. Theoretically, we provide insights into why applying our algorithms to language models can improve compositional generalization performance. Empirically, our results on four standard compositional generalization benchmarks(SCAN, COGS, GeoQuery, and COGS-QL) demonstrate the superiority of CompSub, LCS, and LCS-ICL, with improvements of up to 66.5%, 10.3%, 1.4%, and 8.8%, respectively.",arxiv:cs.CL,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2502.20834v1,Include,,,abstract,pending,,
P02_0602,Harnessing Dataset Cartography for Improved Compositional Generalization in Transformers,Osman Batur İnce; Tanin Zeraati; Semih Yagcioglu; Yadollah Yaghoobzadeh; Erkut Erdem; Aykut Erdem,2023,,2310.12118v1,"Neural networks have revolutionized language modeling and excelled in various downstream tasks. However, the extent to which these models achieve compositional generalization comparable to human cognitive abilities remains a topic of debate. While existing approaches in the field have mainly focused on novel architectures and alternative learning paradigms, we introduce a pioneering method harnessing the power of dataset cartography (Swayamdipta et al., 2020). By strategically identifying a subset of compositional generalization data using this approach, we achieve a remarkable improvement in model accuracy, yielding enhancements of up to 10% on CFQ and COGS datasets. Notably, our technique incorporates dataset cartography as a curriculum learning criterion, eliminating the need for hyperparameter tuning while consistently achieving superior performance. Our findings highlight the untapped potential of dataset cartography in unleashing the full capabilities of compositional generalization within Transformer models. Our code is available at https://github.com/cyberiada/cartography-for-compositionality.",arxiv:cs.CL,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2310.12118v1,Include,,,abstract,pending,,
P02_0604,On the Compositional Generalization Gap of In-Context Learning,Arian Hosseini; Ankit Vani; Dzmitry Bahdanau; Alessandro Sordoni; Aaron Courville,2022,,2211.08473v1,"Pretrained large generative language models have shown great performance on many tasks, but exhibit low compositional generalization abilities. Scaling such models has been shown to improve their performance on various NLP tasks even just by conditioning them on a few examples to solve the task without any fine-tuning (also known as in-context learning). In this work, we look at the gap between the in-distribution (ID) and out-of-distribution (OOD) performance of such models in semantic parsing tasks with in-context learning. In the ID settings, the demonstrations are from the same split (test or train) that the model is being evaluated on, and in the OOD settings, they are from the other split. We look at how the relative generalization gap of in-context learning evolves as models are scaled up. We evaluate four model families, OPT, BLOOM, CodeGen and Codex on three semantic parsing datasets, CFQ, SCAN and GeoQuery with different number of exemplars, and observe a trend of decreasing relative generalization gap as models are scaled up.",arxiv:cs.CL; arxiv:cs.LG,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2211.08473v1,Include,,,abstract,pending,,
P02_0605,Representational Homomorphism Predicts and Improves Compositional Generalization In Transformer Language Model,Zhiyu An; Wan Du,2026,,2601.18858v2,"Compositional generalization-the ability to interpret novel combinations of familiar components-remains a persistent challenge for neural networks. Behavioral evaluations reveal \emph{when} models fail but offer limited insight into \emph{why} failures arise at the representational level. We introduce \textit{Homomorphism Error} (HE), a structural metric that measures the inconsistency between a set of established rules for which words combine to form new meaning (linguistic syntax) and model's learned rules for which hidden states combine to form new states (semantic syntax). We formulate this inconsistency as deviations from approximate homomorphisms between the linguistic expression algebra and a model's hidden-state space. We designed experiments to test if i) HE predicts compositional generalization performance, and ii) will regularizing for low HE during training improve such performance. To avoid the effect of data spoilage, we train small decoder-only Transformers from scratch using an adapted version of established dataset, SCAN, for testing compositional generalization. Across controlled experiments, HE predicts out-of-distribution (OOD) compositional generalization under noise injection, achieving $R^2=0.73$ correlation between HE and OOD accuracy. Ablations show that model depth has minimal effect on either HE or OOD accuracy, training data coverage exhibits threshold effects, and randomly inserted noise tokens increase HE. Intervention experiment shows that HE-regularized training significantly reduces HE ($p=1.1\times10^{-4}$) and yields a statistically significant improvement in OOD accuracy ($p=0.023$). Together, these results indicate the potential of HE to be both a diagnostic and an actionable training signal for improving compositional generalization.",arxiv:cs.LG; arxiv:cs.AI,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2601.18858v2,Include,,,abstract,pending,,
P02_0607,Revisiting Iterative Back-Translation from the Perspective of Compositional Generalization,Yinuo Guo; Hualei Zhu; Zeqi Lin; Bei Chen; Jian-Guang Lou; Dongmei Zhang,2020,,2012.04276v1,"Human intelligence exhibits compositional generalization (i.e., the capacity to understand and produce unseen combinations of seen components), but current neural seq2seq models lack such ability. In this paper, we revisit iterative back-translation, a simple yet effective semi-supervised method, to investigate whether and how it can improve compositional generalization. In this work: (1) We first empirically show that iterative back-translation substantially improves the performance on compositional generalization benchmarks (CFQ and SCAN). (2) To understand why iterative back-translation is useful, we carefully examine the performance gains and find that iterative back-translation can increasingly correct errors in pseudo-parallel data. (3) To further encourage this mechanism, we propose curriculum iterative back-translation, which better improves the quality of pseudo-parallel data, thus further improving the performance.",arxiv:cs.CL; arxiv:cs.AI,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2012.04276v1,Include,,,abstract,pending,,
P02_0608,*-CFQ: Analyzing the Scalability of Machine Learning on a Compositional Task,Dmitry Tsarkov; Tibor Tihon; Nathan Scales; Nikola Momchev; Danila Sinopalnikov; Nathanael Schärli,2020,,2012.08266v1,"We present *-CFQ (""star-CFQ""): a suite of large-scale datasets of varying scope based on the CFQ semantic parsing benchmark, designed for principled investigation of the scalability of machine learning systems in a realistic compositional task setting. Using this suite, we conduct a series of experiments investigating the ability of Transformers to benefit from increased training size under conditions of fixed computational cost. We show that compositional generalization remains a challenge at all training sizes, and we show that increasing the scope of natural language leads to consistently higher error rates, which are only partially offset by increased training data. We further show that while additional training data from a related domain improves the accuracy in data-starved situations, this improvement is limited and diminishes as the distance from the related domain to the target domain increases.",arxiv:cs.LG; arxiv:cs.CL,arXiv:benchmark,,http://arxiv.org/abs/2012.08266v1,Include,,,abstract,pending,,
P02_0610,Think before you act: A simple baseline for compositional generalization,Christina Heinze-Deml; Diane Bouchacourt,2020,,2009.13962v2,"Contrarily to humans who have the ability to recombine familiar expressions to create novel ones, modern neural networks struggle to do so. This has been emphasized recently with the introduction of the benchmark dataset ""gSCAN"" (Ruis et al. 2020), aiming to evaluate models' performance at compositional generalization in grounded language understanding. In this work, we challenge the gSCAN benchmark by proposing a simple model that achieves surprisingly good performance on two of the gSCAN test splits. Our model is based on the observation that, to succeed on gSCAN tasks, the agent must (i) identify the target object (think) before (ii) navigating to it successfully (act). Concretely, we propose an attention-inspired modification of the baseline model from (Ruis et al. 2020), together with an auxiliary loss, that takes into account the sequential nature of steps (i) and (ii). While two compositional tasks are trivially solved with our approach, we also find that the other tasks remain unsolved, validating the relevance of gSCAN as a benchmark for evaluating models' compositional abilities.",arxiv:cs.LG; arxiv:stat.ML,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2009.13962v2,Include,,,abstract,pending,,
P02_0611,How Do In-Context Examples Affect Compositional Generalization?,Shengnan An; Zeqi Lin; Qiang Fu; Bei Chen; Nanning Zheng; Jian-Guang Lou; Dongmei Zhang,2023,,2305.04835v3,"Compositional generalization--understanding unseen combinations of seen primitives--is an essential reasoning capability in human intelligence. The AI community mainly studies this capability by fine-tuning neural networks on lots of training samples, while it is still unclear whether and how in-context learning--the prevailing few-shot paradigm based on large language models--exhibits compositional generalization. In this paper, we present CoFe, a test suite to investigate in-context compositional generalization. We find that the compositional generalization performance can be easily affected by the selection of in-context examples, thus raising the research question what the key factors are to make good in-context examples for compositional generalization. We study three potential factors: similarity, diversity and complexity. Our systematic experiments indicate that in-context examples should be structurally similar to the test case, diverse from each other, and individually simple. Furthermore, two strong limitations are observed: in-context compositional generalization on fictional words is much weaker than that on commonly used ones; it is still critical that the in-context examples should cover required linguistic structures, even though the backbone model has been pre-trained on large corpus. We hope our analysis would facilitate the understanding and utilization of in-context learning paradigm.",arxiv:cs.CL; arxiv:cs.AI,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2305.04835v3,Include,,,abstract,pending,,
P02_0612,Hierarchical Poset Decoding for Compositional Generalization in Language,Yinuo Guo; Zeqi Lin; Jian-Guang Lou; Dongmei Zhang,2020,,2010.07792v1,"We formalize human language understanding as a structured prediction task where the output is a partially ordered set (poset). Current encoder-decoder architectures do not take the poset structure of semantics into account properly, thus suffering from poor compositional generalization ability. In this paper, we propose a novel hierarchical poset decoding paradigm for compositional generalization in language. Intuitively: (1) the proposed paradigm enforces partial permutation invariance in semantics, thus avoiding overfitting to bias ordering information; (2) the hierarchical mechanism allows to capture high-level structures of posets. We evaluate our proposed decoder on Compositional Freebase Questions (CFQ), a large and realistic natural language question answering dataset that is specifically designed to measure compositional generalization. Results show that it outperforms current decoders.",arxiv:cs.CL; arxiv:cs.AI,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2010.07792v1,Include,,,abstract,pending,,
P02_0613,Unlocking Compositional Generalization in Pre-trained Models Using Intermediate Representations,Jonathan Herzig; Peter Shaw; Ming-Wei Chang; Kelvin Guu; Panupong Pasupat; Yuan Zhang,2021,,2104.07478v1,"Sequence-to-sequence (seq2seq) models are prevalent in semantic parsing, but have been found to struggle at out-of-distribution compositional generalization. While specialized model architectures and pre-training of seq2seq models have been proposed to address this issue, the former often comes at the cost of generality and the latter only shows limited success. In this paper, we study the impact of intermediate representations on compositional generalization in pre-trained seq2seq models, without changing the model architecture at all, and identify key aspects for designing effective representations. Instead of training to directly map natural language to an executable form, we map to a reversible or lossy intermediate representation that has stronger structural correspondence with natural language. The combination of our proposed intermediate representations and pre-trained models is surprisingly effective, where the best combinations obtain a new state-of-the-art on CFQ (+14.8 accuracy points) and on the template-splits of three text-to-SQL datasets (+15.0 to +19.4 accuracy points). This work highlights that intermediate representations provide an important and potentially overlooked degree of freedom for improving the compositional generalization abilities of pre-trained seq2seq models.",arxiv:cs.CL,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2104.07478v1,Include,,,abstract,pending,,
P02_0614,Compositional Generalization by Learning Analytical Expressions,Qian Liu; Shengnan An; Jian-Guang Lou; Bei Chen; Zeqi Lin; Yan Gao; Bin Zhou; Nanning Zheng; Dongmei Zhang,2020,,2006.10627v2,"Compositional generalization is a basic and essential intellective capability of human beings, which allows us to recombine known parts readily. However, existing neural network based models have been proven to be extremely deficient in such a capability. Inspired by work in cognition which argues compositionality can be captured by variable slots with symbolic functions, we present a refreshing view that connects a memory-augmented neural model with analytical expressions, to achieve compositional generalization. Our model consists of two cooperative neural modules, Composer and Solver, fitting well with the cognitive argument while being able to be trained in an end-to-end manner via a hierarchical reinforcement learning algorithm. Experiments on the well-known benchmark SCAN demonstrate that our model seizes a great ability of compositional generalization, solving all challenges addressed by previous works with 100% accuracies.",arxiv:cs.AI; arxiv:cs.CL,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2006.10627v2,Include,,,abstract,pending,,
P02_0615,Compositional Generalization in Multilingual Semantic Parsing over Wikidata,Ruixiang Cui; Rahul Aralikatte; Heather Lent; Daniel Hershcovich,2021,,2108.03509v2,"Semantic parsing (SP) allows humans to leverage vast knowledge resources through natural interaction. However, parsers are mostly designed for and evaluated on English resources, such as CFQ (Keysers et al., 2020), the current standard benchmark based on English data generated from grammar rules and oriented towards Freebase, an outdated knowledge base. We propose a method for creating a multilingual, parallel dataset of question-query pairs, grounded in Wikidata. We introduce such a dataset, which we call Multilingual Compositional Wikidata Questions (MCWQ), and use it to analyze the compositional generalization of semantic parsers in Hebrew, Kannada, Chinese and English. While within-language generalization is comparable across languages, experiments on zero-shot cross-lingual transfer demonstrate that cross-lingual compositional generalization fails, even with state-of-the-art pretrained multilingual encoders. Furthermore, our methodology, dataset and results will facilitate future research on SP in more realistic and diverse settings than has been possible with existing resources.",arxiv:cs.CL,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2108.03509v2,Include,,,abstract,pending,,
P02_0616,Data Factors for Better Compositional Generalization,Xiang Zhou; Yichen Jiang; Mohit Bansal,2023,,2311.04420v1,"Recent diagnostic datasets on compositional generalization, such as SCAN (Lake and Baroni, 2018) and COGS (Kim and Linzen, 2020), expose severe problems in models trained from scratch on these datasets. However, in contrast to this poor performance, state-of-the-art models trained on larger and more general datasets show better generalization ability. In this work, to reconcile this inconsistency, we conduct an empirical analysis by training Transformer models on a variety of training sets with different data factors, including dataset scale, pattern complexity, example difficulty, etc. First, we show that increased dataset complexity can lead to better generalization behavior on multiple different generalization challenges. To further understand this improvement, we show two axes of the benefit from more complex datasets: they provide more diverse examples so compositional understanding becomes more effective, and they also prevent ungeneralizable memorization of the examples due to reduced example repetition frequency. Finally, we explore how training examples of different difficulty levels influence generalization differently. On synthetic datasets, simple examples invoke stronger compositionality than hard examples do. On larger-scale real language datasets, while hard examples become more important potentially to ensure decent data coverage, a balanced mixture of simple and hard examples manages to induce the strongest generalizability. The code and data for this work are available at https://github.com/owenzx/data4comp",arxiv:cs.CL; arxiv:cs.AI; arxiv:cs.LG,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2311.04420v1,Include,,,abstract,pending,,
P02_0617,Iterative Decoding for Compositional Generalization in Transformers,Luana Ruiz; Joshua Ainslie; Santiago Ontañón,2021,,2110.04169v2,"Deep learning models generalize well to in-distribution data but struggle to generalize compositionally, i.e., to combine a set of learned primitives to solve more complex tasks. In sequence-to-sequence (seq2seq) learning, transformers are often unable to predict correct outputs for longer examples than those seen at training. This paper introduces iterative decoding, an alternative to seq2seq that (i) improves transformer compositional generalization in the PCFG and Cartesian product datasets and (ii) evidences that, in these datasets, seq2seq transformers do not learn iterations that are not unrolled. In iterative decoding, training examples are broken down into a sequence of intermediate steps that the transformer learns iteratively. At inference time, the intermediate outputs are fed back to the transformer as intermediate inputs until an end-of-iteration token is predicted. We conclude by illustrating some limitations of iterative decoding in the CFQ dataset.",arxiv:cs.LG; arxiv:cs.CL,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2110.04169v2,Include,,,abstract,pending,,
P02_0618,Structural generalization in COGS: Supertagging is (almost) all you need,Alban Petit; Caio Corro; François Yvon,2023,,2310.14124v1,"In many Natural Language Processing applications, neural networks have been found to fail to generalize on out-of-distribution examples. In particular, several recent semantic parsing datasets have put forward important limitations of neural networks in cases where compositional generalization is required. In this work, we extend a neural graph-based semantic parsing framework in several ways to alleviate this issue. Notably, we propose: (1) the introduction of a supertagging step with valency constraints, expressed as an integer linear program; (2) a reduction of the graph prediction problem to the maximum matching problem; (3) the design of an incremental early-stopping training strategy to prevent overfitting. Experimentally, our approach significantly improves results on examples that require structural generalization in the COGS dataset, a known challenging benchmark for compositional generalization. Overall, our results confirm that structural constraints are important for generalization in semantic parsing.",arxiv:cs.CL,arXiv:benchmark,,http://arxiv.org/abs/2310.14124v1,Include,,,abstract,pending,,
P02_0619,When Can Transformers Ground and Compose: Insights from Compositional Generalization Benchmarks,Ankur Sikarwar; Arkil Patel; Navin Goyal,2022,,2210.12786v2,"Humans can reason compositionally whilst grounding language utterances to the real world. Recent benchmarks like ReaSCAN use navigation tasks grounded in a grid world to assess whether neural models exhibit similar capabilities. In this work, we present a simple transformer-based model that outperforms specialized architectures on ReaSCAN and a modified version of gSCAN. On analyzing the task, we find that identifying the target location in the grid world is the main challenge for the models. Furthermore, we show that a particular split in ReaSCAN, which tests depth generalization, is unfair. On an amended version of this split, we show that transformers can generalize to deeper input structures. Finally, we design a simpler grounded compositional generalization task, RefEx, to investigate how transformers reason compositionally. We show that a single self-attention layer with a single head generalizes to novel combinations of object attributes. Moreover, we derive a precise mathematical construction of the transformer's computations from the learned network. Overall, we provide valuable insights about the grounded compositional generalization task and the behaviour of transformers on it, which would be useful for researchers working in this area.",arxiv:cs.CL,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2210.12786v2,Include,,,abstract,pending,,
P02_0622,Measuring Compositional Generalization: A Comprehensive Method on Realistic Data,Daniel Keysers; Nathanael Schärli; Nathan Scales; Hylke Buisman; Daniel Furrer; Sergii Kashubin; Nikola Momchev; Danila Sinopalnikov; Lukasz Stafiniak; Tibor Tihon; Dmitry Tsarkov; Xiao Wang; Marc van Zee; Olivier Bousquet,2019,,1912.09713v2,"State-of-the-art machine learning methods exhibit limited compositional generalization. At the same time, there is a lack of realistic benchmarks that comprehensively measure this ability, which makes it challenging to find and evaluate improvements. We introduce a novel method to systematically construct such benchmarks by maximizing compound divergence while guaranteeing a small atom divergence between train and test sets, and we quantitatively compare this method to other approaches for creating compositional generalization benchmarks. We present a large and realistic natural language question answering dataset that is constructed according to this method, and we use it to analyze the compositional generalization ability of three machine learning architectures. We find that they fail to generalize compositionally and that there is a surprisingly strong negative correlation between compound divergence and accuracy. We also demonstrate how our method can be used to create new compositionality benchmarks on top of the existing SCAN dataset, which confirms these findings.",arxiv:cs.LG; arxiv:cs.CL; arxiv:stat.ML,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/1912.09713v2,Include,,,abstract,pending,,
P02_0623,Recursive Decoding: A Situated Cognition Approach to Compositional Generation in Grounded Language Understanding,Matthew Setzler; Scott Howland; Lauren Phillips,2022,,2201.11766v2,"Compositional generalization is a troubling blind spot for neural language models. Recent efforts have presented techniques for improving a model's ability to encode novel combinations of known inputs, but less work has focused on generating novel combinations of known outputs. Here we focus on this latter ""decode-side"" form of generalization in the context of gSCAN, a synthetic benchmark for compositional generalization in grounded language understanding. We present Recursive Decoding (RD), a novel procedure for training and using seq2seq models, targeted towards decode-side generalization. Rather than generating an entire output sequence in one pass, models are trained to predict one token at a time. Inputs (i.e., the external gSCAN environment) are then incrementally updated based on predicted tokens, and re-encoded for the next decoder time step. RD thus decomposes a complex, out-of-distribution sequence generation task into a series of incremental predictions that each resemble what the model has already seen during training. RD yields dramatic improvement on two previously neglected generalization tasks in gSCAN. We provide analyses to elucidate these gains over failure of a baseline, and then discuss implications for generalization in naturalistic grounded language understanding, and seq2seq more generally.",arxiv:cs.CL; arxiv:cs.AI; arxiv:cs.LG,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2201.11766v2,Include,,,abstract,pending,,
P02_0624,Compositional Generalization without Trees using Multiset Tagging and Latent Permutations,Matthias Lindemann; Alexander Koller; Ivan Titov,2023,,2305.16954v1,"Seq2seq models have been shown to struggle with compositional generalization in semantic parsing, i.e. generalizing to unseen compositions of phenomena that the model handles correctly in isolation.   We phrase semantic parsing as a two-step process: we first tag each input token with a multiset of output tokens. Then we arrange the tokens into an output sequence using a new way of parameterizing and predicting permutations. We formulate predicting a permutation as solving a regularized linear program and we backpropagate through the solver. In contrast to prior work, our approach does not place a priori restrictions on possible permutations, making it very expressive.   Our model outperforms pretrained seq2seq models and prior work on realistic semantic parsing tasks that require generalization to longer examples. We also outperform non-tree-based models on structural generalization on the COGS benchmark. For the first time, we show that a model without an inductive bias provided by trees achieves high accuracy on generalization to deeper recursion.",arxiv:cs.CL,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2305.16954v1,Include,,,abstract,pending,,
P02_0625,Compositional Generalization via Neural-Symbolic Stack Machines,Xinyun Chen; Chen Liang; Adams Wei Yu; Dawn Song; Denny Zhou,2020,,2008.06662v2,"Despite achieving tremendous success, existing deep learning models have exposed limitations in compositional generalization, the capability to learn compositional rules and apply them to unseen cases in a systematic manner. To tackle this issue, we propose the Neural-Symbolic Stack Machine (NeSS). It contains a neural network to generate traces, which are then executed by a symbolic stack machine enhanced with sequence manipulation operations. NeSS combines the expressive power of neural sequence models with the recursion supported by the symbolic stack machine. Without training supervision on execution traces, NeSS achieves 100% generalization performance in four domains: the SCAN benchmark of language-driven navigation tasks, the task of few-shot learning of compositional instructions, the compositional machine translation benchmark, and context-free grammar parsing tasks.",arxiv:cs.LG; arxiv:cs.AI; arxiv:stat.ML,"arXiv:benchmark, arXiv:primary",,http://arxiv.org/abs/2008.06662v2,Include,,,abstract,pending,,
