id,title,year,doi,arxiv_id,status,source,pdf_path,decision
P01_0678,"Helpful, harmless, honest? Sociotechnical limits of AI alignment and safety through Reinforcement Learning from Human Feedback",2025,10.1007/s10676-025-09837-2,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Dahlgren_Lindstr_m_2025_oa.pdf,Include
P01_0679,"Alignment Problem as Cultural and Legal Challenge: Artificial Intelligence, Interpretability, and Searching for Sense",2025,10.17951/sil.2025.34.2.441-479,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Kasprowicz_2025_oa.pdf,Include
P01_0680,Is Blockchain the Future of AI Alignment? Developing a Framework and a Research Agenda Based on a Systematic Literature Review,2025,10.3390/jcp5030050,,oa-link-failed,openalex,,Uncertain
P01_0683,LLM Security Alignment Framework Design Based on Personal Preference,2025,10.1145/3708394.3708396,,paywalled,openalex,,Include
P01_0686,Alignment Divergence Metrics: Measuring Human-AI Concordance in Document Content Analysis,2025,10.1109/CAI64502.2025.00214,,paywalled,openalex,,Include
P01_0687,User Experience Design Professionals' Perceptions of Generative Artificial Intelligence,2024,10.1145/3613904.3642114,,oa-link-failed,openalex,,Include
P01_0688,Cultural Learning-Based Culture Adaptation of Language Models,2025,10.18653/v1/2025.acl-long.156,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Liu_2025_oa.pdf,Include
P01_0690,Strong and weak alignment of large language models with human values,2024,10.1038/s41598-024-70031-3,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Khamassi_2024_oa.pdf,Include
P01_0691,SOAP.AI: A Collaborative Tool for Documenting Human Behavior in Videos through Multimodal Generative AI,2024,10.1145/3678884.3681819,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Zheng_2024_oa.pdf,Include
P01_0692,Large Language Model-Powered Automated Assessment: A Systematic Review,2025,10.3390/app15105683,,oa-link-failed,openalex,,Uncertain
P01_0693,The challenges of artificial intelligence application in the medical field and Confucian responses,2025,10.12026/j.issn.1001-8565.2025.09.04,,paywalled,openalex,,Include
P01_0694,Ethical-Lens: Curbing malicious usages of open-source text-to-image models,2025,10.1016/j.patter.2025.101187,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Cai_2025_oa.pdf,Include
P01_0696,From Human Mind to Artificial Intelligence: Advancing AI Value Alignment Through Psychological Theories,2025,10.16719/j.cnki.1671-6981.20250402,,paywalled,openalex,,Uncertain
P01_0698,MAJD: Intent-Aware Multi-Agent Framework for Jailbreak Defense,2025,10.1109/APSEC66846.2025.00086,,paywalled,openalex,,Include
P01_0700,Approximated Variational Bayesian Inverse Reinforcement Learning for Large Language Model Alignment,2025,10.1609/aaai.v39i22.34519,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Cai_2025_oa.pdf,Include
P01_0704,Blind Faith? User Preference and Expert Assessment of AI-Generated Religious Content,2025,10.1145/3715275.3732162,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Alam_2025_oa.pdf,Include
P01_0705,YESciEval: Robust LLM-as-a-Judge for Scientific Question Answering,2025,10.18653/v1/2025.acl-long.675,,paywalled,openalex,,Include
P01_0707,The neglect of qualia and consciousness in AI alignment research,2025,10.1201/9781003565659-11,,paywalled,openalex,,Include
P01_0709,Reward Model Interpretability via Optimal and Pessimal Tokens,2025,10.1145/3715275.3732068,,retrieved-manual,openalex,thesis/papers/01-scoping-review/research/pdfs/Christian_2025.pdf,Include
P01_0710,Diverse Skill Discovery for Quadruped Robots via Unsupervised Learning,2025,10.1109/AIHCIR67580.2025.11405350,,paywalled,openalex,,Include
P01_0711,Towards Value Alignment for Opaque Agents Through Concept Analysis and Inter-Agent Value Modelling,2024,10.3233/FAIA240212,,retrieved-manual,openalex,thesis/papers/01-scoping-review/research/pdfs/McKinlay_2024.pdf,Include
P01_0712,Research on Aligning Large Models with Human Values Using Lora Fine-Tuning,2025,10.1109/CEI66465.2025.11398511,,paywalled,openalex,,Include
P01_0714,When AI “possesses” personality: Roles of good and evil personalities influence moral judgment in large language models,2025,10.3724/SP.J.1041.2025.0929,,oa-link-failed,openalex,,Include
P01_0715,Expectation Preference Optimization: Reliable Preference Estimation for Improving the Reasoning Capability of Large Language Models,2025,10.18653/v1/2025.emnlp-main.1532,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Li_2025_oa.pdf,Include
P01_0719,CERN for AI: a theoretical framework for autonomous simulation-based artificial intelligence testing and alignment,2024,10.1186/s40309-024-00238-0,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Boji_2024_oa.pdf,Include
P01_0720,"When LLM Agents Disagree, Do Humans Mirror? Behavioral Comparisons on Moral Dilemmas",2025,10.1109/MIND67540.2025.11351781,,paywalled,openalex,,Include
P01_0721,Bringing AI participation down to scale,2025,10.1016/j.patter.2025.101241,,oa-link-failed,openalex,,Uncertain
P01_0724,Axioms for AI Alignment from Human Feedback,2025,10.1609/aaai.v39i27.35116,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Micha_2025_oa.pdf,Include
P01_0725,Non-maximizing Policies that Fulfill Multi-criterion Aspirations in Expectation,2025,10.1007/978-3-031-73903-3_8,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Dima_2025_oa.pdf,Include
P01_0727,Comparing and Evaluating Human and Computationally Derived Representations of Non-Semantic Design Information,2024,10.1115/1.4063567,,oa-link-failed,openalex,,Include
P01_0729,Generalizing Alignment Paradigm of Text-to-Image Generation with Preferences Through f-Divergence Minimization,2025,10.1609/aaai.v39i26.34978,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Sun_2025_oa.pdf,Include
P01_0732,Autocompleting inequality Large language models and the “alignment problem”,2025,10.33621/jdsr.v7i154879,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Zajko_2025_oa.pdf,Include
P01_0733,From Pixels to Concepts: How AI Interprets Visual Concepts in Social Media Videos? A Case Study of Mental Health YouTube Shorts,2025,10.1002/pra2.1267,,paywalled,openalex,,Include
P01_0736,Moral disagreement and artificial intelligence,2024,10.1007/s00146-023-01697-y,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Robinson_2024_oa.pdf,Include
P01_0737,Preventing and Detecting Misinformation Generated by Large Language Models,2024,10.1145/3626772.3661377,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Liu_2024_oa.pdf,Include
P01_0738,Psychopathia Machinalis: A Nosological Framework for Understanding Pathologies in Advanced Artificial Intelligence,2025,10.3390/electronics14163162,,oa-link-failed,openalex,,Include
P01_0739,Securing AGI-driven drone communications for climate change: A comprehensive review of deep learning-based IDS,2025,10.4018/979-8-3693-6457-4.ch005,,paywalled,openalex,,Include
P01_0741,An Instructible Chemist-AI Alignment Framework for Generating Quaternary Ammonium Compound Structures,2025,10.1145/3711896.3737227,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Pan_2025_oa.pdf,Include
P01_0742,Chat Vector: A Simple Approach to Equip LLMs with Instruction Following and Model Alignment in New Languages,2024,10.18653/v1/2024.acl-long.590,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Huang_2024_oa.pdf,Include
P01_0744,METAETHICAL FOUNDATIONS OF ARTIFICIAL INTELLIGENCE ALIGNMENT METHODOLOGICAL APPROACHES AND THEIR LIMITATIONS,2025,10.17323/2587-8719-2025-3-277-302,,no-pdf-foreign,openalex,,Include
P01_0746,Choice Vectors: Streamlining Personal AI Alignment Through Binary Selection,2025,10.3390/mti9030022,,oa-link-failed,openalex,,Include
P01_0747,User-Feedback-based On Device AI Alignment System for AR HUDs in Automotive Applications,2025,10.1109/ISMAR-Adjunct68609.2025.00220,,paywalled,openalex,,Include
P01_0750,"Reward Hacking in Reinforcement Learning and RLHF: A Multidisciplinary Examination of Vulnerabilities, Mitigation Strategies, and Alignment Challenges",2025,10.1109/ICSC65596.2025.11140447,,paywalled,openalex,,Include
P01_0752,"Exploring Multilingual Concepts of Human Values in Large Language Models: Is Value Alignment Consistent, Transferable and Controllable across Languages?",2024,10.18653/v1/2024.findings-emnlp.96,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Xu_2024_oa.pdf,Include
P01_0755,Abstraction Alignment: Comparing Model-Learned and Human-Encoded Conceptual Relationships,2025,10.1145/3706598.3713406,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Boggust_2025_oa.pdf,Include
P01_0756,Enhancing Fine-Tuning LLM Evaluation: A Study on Calibration and Metrics for Industry-Specific AI Alignment,2025,10.1109/CAI64502.2025.00217,,paywalled,openalex,,Include
P01_0757,Can AI Be Environmentally Responsible? A Comparative Study on the Pro-Environmental Portrait of ChatGPT and Chinese Respondents,2025,10.1145/3702386.3702394,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Qi_2025_oa.pdf,Include
P01_0760,The Moral Status of Artificial Intelligence: in Search of a Sociological Perspective,2025,10.19181/socjour.2025.31.1.5,,no-pdf-foreign,openalex,,Include
P01_0761,Reflections on the AI alignment problem,2025,10.1007/s00146-025-02211-2,,paywalled,openalex,,Include
P01_0764,Regularized Best-of-N Sampling with Minimum Bayes Risk Objective for Language Model Alignment,2025,10.18653/v1/2025.naacl-long.472,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Jinnai_2025_oa.pdf,Include
P01_0767,Mathematical Framework for Custom Reward Functions in Job Application Evaluation using Reinforcement Learning,2025,10.1109/ICCCA66364.2025.11325393,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Jain_2025_oa.pdf,Include
P01_0768,Minding Motivation: The Effect of Intrinsic Motivation on Agent Behaviors,2025,10.1609/aiide.v21i1.36838,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Villalobos_Arias_2025_oa.pdf,Include
P01_0773,Towards an End-to-End Personal Fine-Tuning Framework for AI Value Alignment,2024,10.3390/electronics13204044,,oa-link-failed,openalex,,Include
P01_0776,The Tong Test: Evaluating Artificial General Intelligence Through Dynamic Embodied Physical and Social Interactions,2024,10.1016/j.eng.2023.07.006,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Peng_2024_oa.pdf,Include
P01_0777,A matter of principle? AI alignment as the fair treatment of claims,2025,10.1007/s11098-025-02300-4,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Gabriel_2025_oa.pdf,Include
P01_0780,Embedding an Ethical Mind: Aligning Text-to-Image Synthesis via Lightweight Value Optimization,2024,10.1145/3664647.3681652,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Wang_2024_oa.pdf,Include
P01_0783,Collaborative Work with Highly Automated Marine Navigation Systems,2024,10.1007/s10606-022-09450-7,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Veitch_2024_oa.pdf,Include
P01_0787,Cybersecurity,2025,10.4337/9781035336906.00044,,paywalled,openalex,,Include
P01_0788,"Exploring the Impact of AI Value Alignment in Collaborative Ideation: Effects on Perception, Ownership, and Output",2024,10.1145/3613905.3650892,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Guo_2024_oa.pdf,Include
P01_0790,Elucidating Optimal Reward-Diversity Tradeoffs in Text-to-Image Diffusion Models,2025,10.1109/WACV61041.2025.00033,,paywalled,openalex,,Include
P01_0793,Comparing human text classification performance and explainability with large language and machine learning models using eye-tracking,2024,10.1038/s41598-024-65080-7,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Divya_Venkatesh_2024_oa.pdf,Include
P01_0796,As Confidence Aligns: Understanding the Effect of AI Confidence on Human Self-confidence in Human-AI Decision Making,2025,10.1145/3706598.3713336,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Li_2025_oa.pdf,Include
P01_0797,Artificial Intimacy: Exploring Normativity and Personalization Through Fine-tuning LLM Chatbots,2025,10.1145/3706598.3713728,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Jones_2025_oa.pdf,Include
P01_0800,A DIKWP white-box semantic distributed learning approach for resource-constrained edge devices in web environments,2025,10.1108/IJWIS-06-2025-0142,,paywalled,openalex,,Include
P01_0801,SEAL: Systematic Error Analysis for Value ALignment,2025,10.1609/aaai.v39i26.34973,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Revel_2025_oa.pdf,Include
P01_0802,"Considerations on the AI Endgame: Ethics, Risks and Computational Frameworks",2025,10.1201/9781003565659,,paywalled,openalex,,Include
P01_0803,"One fish, two fish, but not the whole sea: Alignment reduces language models' conceptual diversity",2025,10.18653/v1/2025.naacl-long.561,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Murthy_2025_oa.pdf,Include
P01_0804,Synthesizing Images on Perceptual Boundaries of ANNs for Uncovering Human Perceptual Variability on Facial Expressions,2025,10.1109/IJCNN64981.2025.11229045,,paywalled,openalex,,Include
P01_0807,Counter-productivity and suspicion: two arguments against talking about the AGI control problem,2025,10.1007/s11098-025-02379-9,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Stenseke_2025_oa.pdf,Include
P01_0809,"Bias, machine learning, and conceptual engineering",2025,10.1007/s11098-024-02273-w,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Rudolph_2025_oa.pdf,Include
P01_0810,CARMO: Dynamic Criteria Generation for Context Aware Reward Modelling,2025,10.18653/v1/2025.findings-acl.114,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Gupta_2025_oa.pdf,Include
P01_0811,AI welfare risks,2025,10.1007/s11098-025-02343-7,,retrieved-manual,openalex,thesis/papers/01-scoping-review/research/pdfs/Moret_2025.pdf,Include
P01_0812,Normative conflicts and shallow AI alignment,2025,10.1007/s11098-025-02347-3,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Milli_re_2025_oa.pdf,Include
P01_0815,Value-aligned but misguided: a dilemma in AI and AGI decision making,2025,10.1007/s11229-025-05232-y,,paywalled,openalex,,Include
P01_0816,Refusal Behavior in Large Language Models: A Nonlinear Perspective,2025,10.1109/IJCNN64981.2025.11228760,,retrieved-manual,openalex,thesis/papers/01-scoping-review/research/pdfs/Hildebrandt_2025.pdf,Include
P01_0817,Philosophical Investigations into AI Alignment: A Wittgensteinian Framework,2024,10.1007/s13347-024-00761-9,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/P_rez_Escobar_2024_oa.pdf,Include
P01_0818,Unintended Harms of Value-Aligned LLMs: Psychological and Empirical Insights,2025,10.18653/v1/2025.acl-long.1532,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Choi_2025_oa.pdf,Include
P01_0820,Towards a Distributed Platform for Normative Reasoning and Value Alignment in Multi-agent Systems,2024,10.1007/978-3-031-58202-8_14,,paywalled,openalex,,Include
P01_0821,CROSS-ARCHITECTURE UNIVERSAL FEATURE CODING VIA DISTRIBUTION ALIGNMENT,2025,10.1109/ICIPW68931.2025.11386173,,paywalled,openalex,,Include
P01_0823,From Principle to Practice: Value Alignment in AI Ethics and Governance,2025,10.1017/glj.2026.10185,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Cao_2025_oa.pdf,Include
P01_0824,"Value alignment, human enhancement, and moral revolutions",2025,10.1080/0020174X.2023.2261506,,paywalled,openalex,,Include
P01_0825,EXISTENTIAL RISK FROM TRANSFORMATIVE AI: AN ECONOMIC PERSPECTIVE,2024,10.3846/tede.2024.21525,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Growiec_2024_oa.pdf,Include
P01_0826,"Position: Prospective of Autonomous Driving - Multimodal LLMs, World Models, Embodied Intelligence, AI Alignment, and Mamba",2025,10.1109/WACVW65960.2025.00114,,paywalled,openalex,,Uncertain
P01_0829,"Franz Kafka, Artificial Intelligence and the Paradoxical Recognition of Selfhood",2025,10.3390/h14020037,,oa-link-failed,openalex,,Include
P01_0833,Can Large Language Models Grasp Abstract Visual Concepts in Videos? A Case Study on YouTube Shorts about Depression,2025,10.1145/3706599.3719821,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Liu_2025_oa.pdf,Include
P01_0834,Position Paper: Bounded Alignment: What (Not) To Expect From AGI Agents,2025,10.1109/IJCNN64981.2025.11228305,,paywalled,openalex,,Include
P01_0836,Explanation Alignment: Quantifying the Correctness of Model Reasoning at Scale,2025,10.1007/978-3-031-92648-8_18,,paywalled,openalex,,Include
P01_0837,Internal Value Alignment in Large Language Models through Controlled Value Vector Activation,2025,10.18653/v1/2025.acl-long.1326,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Jin_2025_oa.pdf,Include
P01_0839,Using Human-Aware AI as a Framework to Achieve Intent Alignment,2025,10.1109/CAI64502.2025.00211,,paywalled,openalex,,Include
P01_0840,"Trust, trustworthiness and AI governance",2024,10.1038/s41598-024-71761-0,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Lahusen_2024_oa.pdf,Include
P01_0842,"The information, control, and value models of mobile health-driven empowerment",2025,10.1111/bioe.13294,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Gray_2025_oa.pdf,Include
P01_0843,Autonomous Weapons Systems and the ai Alignment Problem,2025,10.1163/18781527-bja10107,,oa-link-failed,openalex,,Include
P01_0844,Computational Frameworks for Human Care,2025,10.1162/daed_a_02131,,oa-link-failed,openalex,,Include
P01_0846,"Toward robust, interactive, and human-aligned AI systems",2025,10.1002/aaai.70024,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Brown_2025_oa.pdf,Include
P01_0847,"Human-Aligned GAI Driven by Conceptual Knowledge: System, Framework, and Co-creation",2024,10.1007/978-3-031-60606-9_27,,paywalled,openalex,,Include
P01_0852,Advancing Safe Language Generation: Exploring Alternative Constrained RLHF,2025,10.1109/ICME59968.2025.11208943,,paywalled,openalex,,Include
P01_0853,MOCHA: Model Optimization through Collaborative Human-AI Alignment,2024,10.1145/3672539.3686760,,paywalled,openalex,,Include
P01_0855,IWPO: Sample Importance Weight-Based Human Preference Optimization for Large Language Models,2025,10.1109/TASLPRO.2025.3615458,,paywalled,openalex,,Include
P01_0858,Developing Effective and Value-Aligned AI Tools for Journalists: 12 Critical Questions to Reflect upon,2025,10.1080/17512786.2025.2465894,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Cordero_2025_oa.pdf,Include
P01_0861,The Moral Psychology of Artificial Intelligence,2024,10.1146/annurev-psych-030123-113559,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Bonnefon_2024_oa.pdf,Uncertain
P01_0862,STELA: a community-centred approach to norm elicitation for AI alignment,2024,10.1038/s41598-024-56648-4,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Bergman_2024_oa.pdf,Include
P01_0863,Emotion regulation and cheap talk as signaling strategies: Evidence from crowdfunding for Ukraine,2024,10.1016/j.tele.2023.102086,,paywalled,openalex,,Include
P01_0865,Data Science Roadmapping for AI Alignment: Insights From a Multivocal Literature Review and a Retrospective Case Study,2025,10.1109/TEM.2025.3615542,,paywalled,openalex,,Include
P01_0867,RMAAC: Joint Markov Games and Robust Multiagent Actor-Critic for Explainable Malware Defense in Social IoT,2025,10.1109/TDSC.2025.3595097,,paywalled,openalex,,Include
P01_0868,Visual Adversarial Examples Jailbreak Aligned Large Language Models,2024,10.1609/aaai.v38i19.30150,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Qi_2024_oa.pdf,Include
P01_0871,A Note on “Philosophical Investigations into AI Alignment: A Wittgensteinean Framework” by J.A. Pérez-Escobar and D. Sarikaya,2024,10.1007/s13347-024-00783-3,,paywalled,openalex,,Include
P01_0872,Misalignment or misuse? The AGI alignment tradeoff,2025,10.1007/s11098-025-02403-y,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Hellrigel_Holderbaum_2025_oa.pdf,Include
P01_0873,RLVPR: Process-level Supervision for Thinking with images in Multimodal Language Models,2025,10.1109/ICAICE68195.2025.11382399,,paywalled,openalex,,Include
P01_0876,The problem of alignment,2025,10.1007/s00146-024-02039-2,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Hristova_2025_oa.pdf,Include
P01_0879,Electronic Fuji and Artificial Intelligence Creation: How is the Study of Machine Poetics Possible?,2025,10.48417/technolang.2025.03.07,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Liang_2025_oa.pdf,Include
P01_0881,Analyzing values about gendered language reform in LLMs' revisions,2025,10.18653/v1/2025.emnlp-main.1277,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Watson_2025_oa.pdf,Include
P01_0884,Narrative-Based AI Ethics Education for Emerging Technologies: Leveraging ‘The Monkey’s Paw’ for AI Alignment and Social Justice,2025,10.1109/ETHICS65148.2025.11098410,,paywalled,openalex,,Include
P01_0885,Aggregating value systems for decision support,2024,10.1016/j.knosys.2024.111453,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Lera_Leri_2024_oa.pdf,Include
P01_0886,High-Dimension Human Value Representation in Large Language Models,2025,10.18653/v1/2025.naacl-long.274,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Cahyawijaya_2025_oa.pdf,Include
P01_0887,Existentialist risk and value misalignment,2025,10.1007/s11098-024-02142-6,,paywalled,openalex,,Include
P01_0888,Conversational Alignment With Artificial Intelligence in Context,2024,10.1111/phpe.12205,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Sterken_2024_oa.pdf,Include
P01_0890,Adversarial Preference Learning for Robust LLM Alignment,2025,10.18653/v1/2025.findings-acl.1126,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Wang_2025_oa.pdf,Include
P01_0892,"The Impact of Artificial Intelligence on Public Sector Decision-Making: Benefits, Challenges, and Policy Implications",2025,10.32479/irmm.19419,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Alrawahna_2025_oa.pdf,Include
P01_0894,Decentering Reformed Martyrdom from Calvin and the Martyrologies Through Bezan Sources,2025,10.3390/rel16020250,,oa-link-failed,openalex,,Uncertain
P01_0898,Decision modeling for automated driving in dilemmas based on bidirectional value alignment of moral theory values and fair human moral values,2025,10.1016/j.trf.2024.11.001,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Wang_2025_oa.pdf,Include
P01_0901,Feeling Textiles through AI: An Exploration into Multimodal Language Models and Human Perception Alignment,2024,10.1145/3678957.3685756,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Zhong_2024_oa.pdf,Include
P01_0902,Safe Reinforcement Learning for Arm Manipulation with Constrained Markov Decision Process,2024,10.3390/robotics13040063,,oa-link-failed,openalex,,Include
P01_0905,Symbolic feedback for transparent fault anticipation in neuroergonomic brain-machine interfaces,2025,10.3389/frobt.2025.1656642,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Mahrouk_2025_oa.pdf,Include
P01_0907,Identical Human Preference Alignment Paradigm for Text-to-Image Models,2025,10.1109/ICASSP49660.2025.10888645,,paywalled,openalex,,Include
P01_0908,YinYang-Align: A new Benchmark for Competing Objectives and Introducing Multi-Objective Preference based Text-to-Image Alignment,2025,10.18653/v1/2025.findings-acl.1208,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Das_2025_oa.pdf,Include
P01_0910,Exemplarization and Generalization,2025,10.1007/978-3-031-96041-3_9,,paywalled,openalex,,Uncertain
P01_0912,ValueCSV: Evaluating Core Socialist Values Understanding in Large Language Models,2025,10.1007/978-981-97-9440-9_27,,paywalled,openalex,,Include
P01_0916,Bridging the Integrity Gap: Towards AI-assisted Design Research,2024,10.1145/3613905.3647962,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Oksanen_2024_oa.pdf,Include
P01_0917,A Roadmap for Alignable Algorithmic Decision-Makers in the Medical Triage Domain,2025,10.1109/CAI64502.2025.00203,,paywalled,openalex,,Include
P01_0918,Nudging Perceived Credibility: The Impact of AIGC Labeling on User Distinction of AI-Generated Content,2025,10.1177/27523543251317572,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Li_2025_oa.pdf,Include
P01_0920,Aesthetic Value and the AI Alignment Problem,2024,10.1007/s13347-024-00816-x,,retrieved-manual,openalex,thesis/papers/01-scoping-review/research/pdfs/Helliwell_2024.pdf,Include
P01_0923,Trust in Aligned AI Decision Makers,2025,10.1109/CAI64502.2025.00202,,paywalled,openalex,,Include
P01_0924,Can AI Model the Complexities of Human Moral Decision-making? A Qualitative Study of Kidney Allocation Decisions,2025,10.1145/3706598.3714167,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Keswani_2025_oa.pdf,Uncertain
P01_0926,Value-Aware Multiagent Systems,2025,10.1007/978-3-031-82039-7_3,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Osman_2025_oa.pdf,Include
P01_0927,"Leveraging Human Input to Enable Robust, Interactive, and Aligned AI Systems",2025,10.1609/aaai.v39i27.35099,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Brown_2025_oa.pdf,Include
P01_0928,Potential for near-term AI risks to evolve into existential threats in healthcare,2025,10.1136/BMJHCI-2024-101130,,oa-link-failed,openalex,,Include
P01_0929,Are We Aligned? A Preliminary Investigation of the Alignment of Responsible AI Values between LLMs and Human Judgment,2025,10.1109/AIware69974.2025.00022,,paywalled,openalex,,Include
P01_0931,Supervisor Alignment Framework: Enhancing LLM Alignment with Query-Ignoring Strategy and Multi-Agent Interaction,2025,10.1109/ICASSP49660.2025.10890479,,paywalled,openalex,,Include
P01_0932,Designing AI Systems with Value Alignment Mechanisms,2025,10.1109/CINS67018.2025.11412115,,paywalled,openalex,,Include
P01_0933,Immune: Improving Safety Against Jailbreaks in Multi-modal LLMs via Inference-Time Alignment,2025,10.1109/CVPR52734.2025.02331,,paywalled,openalex,,Include
P01_0936,Measuring Error Alignment for Decision-Making Systems,2025,10.1609/aaai.v39i26.34988,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Xu_2025_oa.pdf,Include
P01_0937,AI alignment is all your need for future drug discovery,2025,10.3389/frai.2025.1668794,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Li_2025_oa.pdf,Include
P01_0938,TreeRL: LLM Reinforcement Learning with On-Policy Tree Search,2025,10.18653/v1/2025.acl-long.604,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Hou_2025_oa.pdf,Include
P01_0940,C3AI: Crafting and Evaluating Constitutions for Constitutional AI,2025,10.1145/3696410.3714705,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Kyrychenko_2025_oa.pdf,Uncertain
P01_0941,Enhancing Control of Large Language Model-based AI Systems Through Declarative Memory,2025,10.1109/IWCMC65282.2025.11059638,,paywalled,openalex,,Include
P01_0942,Beyond Words: Exploring Cultural Value Sensitivity in Multimodal Models,2025,10.18653/v1/2025.findings-naacl.422,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Yadav_2025_oa.pdf,Include
P01_0943,OpenFedLLM: Training Large Language Models on Decentralized Private Data via Federated Learning,2024,10.1145/3637528.3671582,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Ye_2024_oa.pdf,Include
P01_0948,Interactive Groupwise Comparison for Reinforcement Learning from Human Feedback,2025,10.1111/cgf.70290,,retrieved-oa,openalex,thesis/papers/01-scoping-review/research/pdfs/Kompatscher_2025_oa.pdf,Include
